Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3
6-Hydroxymethylpterin,Nc1nc(=O)c2nc(CO)cnc2[nH]1,193.16600000000003,-1.2124000000000004,3.0,6.0,2.0,1.0,14.0,7.0,2.0,117.78,0.14285714285714285
Thio-Maltohexaose,OC[C@H]1O[C@H](S[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](S[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](S[C@H]6[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,1039.0650000000007,-11.95060000000002,20.0,31.0,6.0,16.0,67.0,31.0,0.0,478.44000000000017,1.0
4-Methoxy-E-Rhodomycin T,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(OC)c1C3=O,599.6330000000003,2.1669,4.0,12.0,5.0,6.0,43.0,12.0,2.0,172.29,0.5161290322580645
7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,O=P(O)(O)OC[C@H]1O[C@H](n2cnc3ncncc32)[C@H](O)[C@@H]1O,332.20900000000006,-1.4452,4.0,9.0,3.0,4.0,22.0,12.0,2.0,160.05,0.5
D-Cysteine,N[C@H](CS)C(=O)O,121.16099999999997,-0.6719000000000002,3.0,3.0,0.0,2.0,7.0,4.0,0.0,63.32000000000001,0.6666666666666666
"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide",CC(C)[C@H](NC(=O)Cn1c(-c2ccc(N)cc2)ncc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,489.47600000000017,1.1361999999999994,3.0,8.0,2.0,8.0,33.0,14.0,2.0,153.24999999999997,0.3684210526315789
Sphingosine,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,299.499,3.924200000000002,3.0,3.0,0.0,15.0,21.0,3.0,0.0,66.48,0.8888888888888888
4-amino-5-aminomethyl-2-methylpyrimidine,Cc1ncc(CN)c(N)n1,138.174,-0.17408000000000012,2.0,4.0,1.0,1.0,10.0,4.0,1.0,77.82,0.3333333333333333
Pyrroloquinoline Quinone,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,330.208,0.5503,4.0,6.0,3.0,3.0,24.0,10.0,2.0,174.71999999999997,0.0
Duvoglustat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,163.173,-2.9667999999999988,5.0,5.0,1.0,1.0,11.0,5.0,0.0,92.95,1.0
"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",O=C(O)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,393.46400000000006,3.5538000000000025,1.0,3.0,4.0,4.0,28.0,6.0,3.0,74.68,0.13636363636363635
"Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose",O=C(OC[C@@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,940.6810000000005,1.6861000000000008,15.0,26.0,6.0,11.0,67.0,26.0,5.0,444.1800000000001,0.14634146341463414
Oteracil,O=C(O)c1nc(=O)[nH]c(=O)[nH]1,157.085,-1.8436000000000003,3.0,4.0,1.0,1.0,11.0,7.0,1.0,115.90999999999997,0.0
4-Aminohydrocinnamic Acid,Nc1ccc(CCC(=O)O)cc1,165.19200000000004,1.286,2.0,2.0,1.0,3.0,12.0,3.0,1.0,63.32000000000001,0.2222222222222222
(3-Formyl-but-3-Enyl)-Phosphonic Acid,C=C(C=O)CCP(=O)(O)O,164.097,0.30929999999999996,2.0,2.0,0.0,4.0,10.0,5.0,0.0,74.60000000000001,0.4
4-Deoxyglucarate,O=C([O-])[C@@H](O)C[C@H](O)[C@@H](O)C(=O)[O-],192.123,-5.040999999999998,3.0,7.0,0.0,5.0,13.0,7.0,0.0,140.95000000000002,0.6666666666666666
Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,N=C(N)c1ccc2nc(C(=O)c3nc4cc(C(=[NH2+])[NH3+])ccc4[nH]3)[nH]c2c1,348.37,-1.2981299999999993,6.0,4.0,4.0,4.0,26.0,9.0,4.0,177.53,0.0
Vinylglycine,C=C[C@H](N)C(=O)O,101.10499999999998,-0.41570000000000024,2.0,2.0,0.0,2.0,7.0,3.0,0.0,63.32000000000001,0.25
"(2s,5s)-5-Carboxymethylproline",O=C(O)C[C@@H]1CC[C@@H](C(=O)O)N1,173.168,-0.33369999999999983,3.0,3.0,1.0,3.0,12.0,5.0,0.0,86.63,0.7142857142857143
"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",Nc1ncnc2c1ncn2[C@@H]1C=C[C@H](O)[C@H]1O,233.23100000000002,-0.7588000000000006,3.0,7.0,3.0,1.0,17.0,7.0,2.0,110.08000000000001,0.3
DPI59,O=P(O)(O)[C@H](O)c1cccc2ccccc12,238.179,2.0083999999999995,3.0,2.0,2.0,2.0,16.0,5.0,2.0,77.76,0.09090909090909091
N-acetyl-N'-beta-D-glucopyranosyl urea,CC(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,264.234,-3.367999999999999,6.0,7.0,1.0,2.0,18.0,9.0,0.0,148.35,0.7777777777777778
11-Deoxy-Beta-Rhodomycin,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)[C@@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1O,769.8410000000002,2.934500000000002,5.0,15.0,7.0,8.0,55.0,15.0,2.0,210.98,0.625
FR-234938,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,323.39600000000013,2.6898999999999997,2.0,4.0,3.0,6.0,24.0,5.0,3.0,81.13999999999999,0.2631578947368421
AL7099A,CN[C@@H]1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,403.50700000000006,0.8734999999999999,2.0,7.0,3.0,4.0,25.0,11.0,2.0,118.79999999999998,0.2857142857142857
dATP,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,491.1830000000001,-0.5998000000000002,6.0,13.0,3.0,8.0,30.0,20.0,2.0,258.8999999999999,0.5
Diphthamide,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N)C(=O)O)c[nH]1)C(N)=O,298.3670000000001,-1.143199999999996,4.0,4.0,1.0,8.0,21.0,8.0,1.0,135.09,0.6153846153846154
2-Formyl-Protoporphryn Ix,C=C[C@@H]1C(C)=C2/C=c3\[n-]c(c(C)\c3=C\O)/C=c3\[n-]/c(c(CCC(=O)O)c3C)=C\c3[n-]c(c(C)c3CCC(=O)O)/C=C/1[N-]2.[Fe+4],620.4870000000004,2.067460000000002,3.0,3.0,5.0,7.0,43.0,10.0,3.0,151.23,0.2727272727272727
D-Tryptophan,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,204.22899999999998,1.1223000000000003,3.0,2.0,2.0,3.0,15.0,4.0,2.0,79.11,0.18181818181818182
Trifluoroethanol,OCC(F)(F)F,100.03900000000002,0.5410000000000001,1.0,1.0,0.0,0.0,6.0,4.0,0.0,20.23,1.0
Nicotinamide Mononucleotide,NC(=O)c1ccc[n+]([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c1,335.229,-2.1984999999999992,5.0,6.0,2.0,5.0,22.0,11.0,1.0,163.42,0.45454545454545453
"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide",NC(=O)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-],351.1460000000001,1.8859,1.0,6.0,1.0,8.0,22.0,11.0,1.0,132.61,0.36363636363636365
alpha-Ketoisocaproic acid,CC(C)CC(=O)C(=O)O,130.143,0.6861999999999999,1.0,2.0,0.0,3.0,9.0,3.0,0.0,54.370000000000005,0.6666666666666666
Adenosine-5'-Propylphosphate,CCCOP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,389.30500000000006,-0.4287000000000001,4.0,11.0,3.0,7.0,26.0,13.0,2.0,175.07,0.6153846153846154
"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",Nc1nc2[nH]n(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc-2c(=O)n1,499.5560000000002,2.6111000000000004,4.0,9.0,5.0,7.0,36.0,11.0,3.0,151.81,0.08
"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol",CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1ccccc1O,639.0650000000004,14.986399999999962,1.0,1.0,1.0,23.0,47.0,1.0,1.0,20.23,0.5217391304347826
3'-deoxy-3'-aminothymidine monophosphate,Cc1cn([C@H]2C[C@H](N)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,321.22600000000006,-1.4308799999999993,4.0,7.0,2.0,4.0,21.0,11.0,1.0,156.87,0.6
"(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone",C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1,420.35,5.964900000000005,0.0,2.0,3.0,7.0,27.0,3.0,3.0,20.310000000000002,0.125
N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide,NCCCN1CCN(CCCNC(=O)c2cc(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)cc([N+](=O)[O-])c2)CC1,527.575,-2.140199999999994,6.0,12.0,3.0,12.0,37.0,14.0,1.0,204.11999999999998,0.6956521739130435
(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid,NCCC(=O)NCC[C@H](N)C(=O)O,189.21499999999997,-1.7465999999999982,4.0,4.0,0.0,6.0,13.0,6.0,0.0,118.44000000000001,0.7142857142857143
"2,3-Dihydroxy-5-Oxo-Hexanedioate",O=C([O-])C(=O)C[C@H](O)[C@@H](O)C(=O)[O-],190.10699999999997,-4.832799999999998,2.0,7.0,0.0,5.0,13.0,7.0,0.0,137.79,0.5
"3,5-Difluoroaniline",Nc1cc(F)cc(F)c1,129.109,1.5470000000000002,1.0,1.0,1.0,0.0,9.0,3.0,1.0,26.02,0.0
"3',5'-Dinitro-N-Acetyl-L-Thyronine",CC(=O)N[C@@H](Cc1ccc(Oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2)cc1)C(=O)O,405.3190000000001,2.1326999999999994,3.0,8.0,2.0,8.0,29.0,12.0,2.0,182.14,0.17647058823529413
"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",N[C@@H](Cn1c2c(c(=O)[nH]c1=O)CCC2)C(=O)O,239.23099999999994,-1.5627999999999989,3.0,5.0,2.0,3.0,17.0,7.0,1.0,118.17999999999999,0.5
1-Amino-1-Carbonyl Pentane,CCCC[C@H](N)C=O,115.17599999999999,0.7028,1.0,2.0,0.0,4.0,8.0,2.0,0.0,43.09,0.8333333333333334
P-Aminophenyl-Alpha-D-Galactopyranoside,Nc1ccc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,271.269,-1.5525,5.0,7.0,2.0,3.0,19.0,7.0,1.0,125.40000000000002,0.5
4-Fluorobenzylamine,[NH3+]Cc1ccc(F)cc1,126.15399999999998,0.5676,1.0,0.0,1.0,1.0,9.0,2.0,1.0,27.64,0.14285714285714285
"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid",CC(C)C[C@@H](C(=O)O)n1cc(CN)nn1,212.25299999999996,0.4085999999999999,2.0,5.0,1.0,5.0,15.0,6.0,1.0,94.03,0.6666666666666666
S-4-Nitrobutyryl-CoA,CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[N+](=O)[O-],882.6289999999999,-1.2783999999999955,9.0,21.0,3.0,23.0,56.0,31.0,2.0,406.7699999999999,0.68
Beta-L-Arabinose,O[C@@H]1[C@@H](O)[C@@H](O)OC[C@@H]1O,150.13,-2.5823000000000005,4.0,5.0,1.0,0.0,10.0,5.0,0.0,90.15,1.0
Flavin mononucleotide,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,456.3480000000002,-1.6065599999999995,6.0,10.0,3.0,7.0,31.0,14.0,1.0,208.08999999999997,0.4117647058823529
2-(Phosphonooxy)Butanoic Acid,CC[C@@H](OP(=O)(O)O)C(=O)O,184.084,-0.04110000000000008,3.0,3.0,0.0,4.0,11.0,7.0,0.0,104.06000000000002,0.75
2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate,CO[C@@H]1[C@H](C)[C@@H](COP(=O)(O)O)O[C@H]1n1cc(C)c(=O)[nH]c1=O,350.2640000000001,-0.4971799999999999,3.0,7.0,2.0,5.0,23.0,11.0,1.0,140.07999999999998,0.6666666666666666
"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",Cc1ccc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nc2c1,311.35900000000004,0.11961999999999978,4.0,7.0,3.0,2.0,21.0,7.0,2.0,103.04,0.5
RWJ-51084,NC(N)=NCCC[C@H](NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1,387.509,2.2076000000000002,3.0,5.0,3.0,8.0,27.0,8.0,2.0,123.46,0.47368421052631576
D-Lysine,NCCCC[C@@H](N)C(=O)O,146.19,-0.4726999999999995,3.0,3.0,0.0,5.0,10.0,4.0,0.0,89.34,0.8333333333333334
(2s)-Pyrrolidin-2-Ylmethylamine,NC[C@@H]1CCCN1,100.165,-0.30290000000000034,2.0,2.0,1.0,1.0,7.0,2.0,0.0,38.05,1.0
4-Phenyl-1h-Imidazole,c1ccc(-c2cnc[nH]2)cc1,144.177,2.0766999999999998,1.0,1.0,2.0,1.0,11.0,2.0,2.0,28.68,0.0
Phenol,Oc1ccccc1,94.11299999999999,1.3921999999999999,1.0,1.0,1.0,0.0,7.0,1.0,1.0,20.23,0.0
(6R)-Folinic acid,Nc1nc(=O)c2c([nH]1)NC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,473.4460000000002,-0.7310999999999974,7.0,9.0,3.0,10.0,34.0,14.0,2.0,219.83999999999997,0.3
"5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid",COC(=O)[C@@H]1C[C@H](C(=O)O)O[C@H]1[C@H](CC(C)C)NC(C)=O,301.33900000000006,0.5685,2.0,5.0,1.0,6.0,21.0,7.0,0.0,101.93,0.7857142857142857
2'-Deoxycytidine 5'-triphosphate,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,467.1570000000001,-1.1828000000000003,6.0,12.0,2.0,8.0,28.0,19.0,1.0,250.18999999999994,0.5555555555555556
"2',6'-Dichloro-Biphenyl-2,6-Diol",Oc1cccc(-c2c(Cl)cccc2Cl)c1O,255.1,4.071600000000002,2.0,2.0,2.0,1.0,16.0,4.0,2.0,40.46,0.0
Hexamethylene diamine,NCCCCCCN,116.20800000000001,0.46420000000000006,2.0,2.0,0.0,5.0,8.0,2.0,0.0,52.04,1.0
"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(c1cccc(O)c1)C(CN1CCOCC1)=C2,457.5550000000003,0.9831000000000005,2.0,8.0,4.0,4.0,29.0,12.0,2.0,130.24,0.29411764705882354
Thiocellobiose,OC[C@H]1O[C@@H](S[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,358.36500000000007,-4.680599999999993,8.0,11.0,2.0,4.0,23.0,11.0,0.0,180.29999999999998,1.0
Dodecyl-Coa,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,949.8480000000003,2.585600000000002,9.0,19.0,3.0,29.0,61.0,28.0,2.0,363.63000000000005,0.7575757575757576
Glutaral,O=CCCCC=O,100.11699999999999,0.5545,0.0,2.0,0.0,4.0,7.0,2.0,0.0,34.14,0.6
1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,C=CCn1c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc2n(CCCC)c1=O,395.4630000000002,2.4216000000000006,2.0,6.0,3.0,8.0,29.0,8.0,3.0,101.78,0.3333333333333333
RU82197,CC(=O)N[C@@H](Cc1ccc(C(=O)O)c(C=O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,555.6310000000003,3.6090000000000027,3.0,5.0,4.0,10.0,41.0,9.0,3.0,132.88,0.28125
"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)C(O)[C@H](O)[C@H]1O,321.326,-4.212899999999995,8.0,9.0,2.0,3.0,22.0,9.0,0.0,162.87,0.8461538461538461
"2,6-Difluorobenzenesulfonamide",NS(=O)(=O)c1c(F)cccc1F,193.174,0.6122000000000006,1.0,2.0,1.0,1.0,12.0,6.0,1.0,60.160000000000004,0.0
4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol,Cn1nc(-c2cc(C(=O)O)c(Cl)cc2F)c(Br)c1C(F)(F)F,401.541,4.359100000000001,1.0,3.0,2.0,2.0,22.0,10.0,2.0,55.120000000000005,0.16666666666666666
3'-Oxo-Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(=O)[C@H]1O,265.229,-1.7718,3.0,9.0,3.0,2.0,19.0,9.0,2.0,136.38,0.4
"2',5'-Dideoxyuridine",C[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O,212.20499999999996,-0.7951000000000001,2.0,5.0,2.0,1.0,15.0,6.0,1.0,84.32000000000001,0.5555555555555556
Cysteinamide,NC(=O)[C@@H](N)CS,120.177,-1.2712,3.0,3.0,0.0,2.0,7.0,4.0,0.0,69.11,0.6666666666666666
"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@@H](c2ccc(CP(=O)(O)O)cc2)/C=C/C[C@@H](Cc2cccc3ccccc23)CNC1=O,688.7620000000001,4.105500000000003,6.0,5.0,5.0,7.0,49.0,12.0,3.0,187.91999999999996,0.40540540540540543
alpha-maltotriose,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,504.4380000000002,-7.572999999999988,11.0,16.0,3.0,7.0,34.0,16.0,0.0,268.67999999999995,1.0
D-Treitol,OC[C@H](O)[C@@H](O)CO,122.11999999999999,-2.3071999999999995,4.0,4.0,0.0,3.0,8.0,4.0,0.0,80.92,1.0
Dodecyl-Alpha-D-Maltoside,CCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,510.6210000000001,-0.4519999999999974,7.0,11.0,2.0,16.0,35.0,11.0,0.0,178.53,1.0
p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O2)c(=O)[nH]c1=O,891.3559999999999,-1.8636799999999991,10.0,24.0,5.0,16.0,55.0,35.0,3.0,445.51,0.55
2'-Deoxymaltose,OC[C@H]1O[C@H](O[C@H]2[C@H](O)C[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,326.298,-4.367999999999994,7.0,10.0,2.0,4.0,22.0,10.0,0.0,169.29999999999998,1.0
beta-L-fucose,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,164.15699999999998,-2.1938,4.0,5.0,1.0,0.0,11.0,5.0,0.0,90.15,1.0
"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid",O=C(O)C1=C[C@H](O)[C@@H](O)CO1,160.12499999999997,-1.2931000000000001,3.0,4.0,1.0,1.0,11.0,5.0,0.0,86.99000000000001,0.5
Isoliquiritigenin,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,256.257,2.699500000000001,3.0,4.0,2.0,3.0,19.0,4.0,2.0,77.76,0.0
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,[N-]=[N+]=N[C@]1(C(N)O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,250.211,-3.2561000000000004,6.0,8.0,1.0,3.0,17.0,10.0,0.0,185.16,1.0
4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid,Cc1ncc(COP(=O)(O)O)c(C/N=C(\C=C\OCCN)C(=O)O)c1O,389.3010000000002,0.21951999999999983,5.0,8.0,1.0,10.0,26.0,12.0,1.0,184.79,0.35714285714285715
5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,O=C(NC[C@@H](O)N(CCO)C1CCCC1)c1cc2cc(Cl)ccc2[nH]1,365.86099999999993,2.1063999999999994,4.0,4.0,3.0,7.0,25.0,7.0,2.0,88.59,0.5
Thiarsa Dihydroxy Cysteine,N[C@@H](CS[As](O)O)C(=O)O,229.089,-1.899,4.0,5.0,0.0,4.0,10.0,7.0,0.0,103.78000000000002,0.6666666666666666
L-naphthyl-1-acetamido boronic acid alanine,CC(=O)N[C@@H](Cc1cccc2ccccc12)[B-](O)(O)OC[C@H](N)C(=O)O,361.18300000000016,-0.22180000000000027,5.0,6.0,2.0,8.0,26.0,9.0,2.0,142.10999999999999,0.29411764705882354
4-Deoxy-4-Amino-Beta-D-Glucose,N[C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO,179.17199999999997,-3.2550000000000003,5.0,6.0,1.0,1.0,12.0,6.0,0.0,116.17000000000002,1.0
3-Phosphono-D-alanine,N[C@H](CP(=O)(O)O)C(=O)O,169.07299999999998,-1.4240000000000002,4.0,3.0,0.0,3.0,10.0,7.0,0.0,120.85000000000001,0.6666666666666666
9-Methyl Uric Acid,Cn1c(=O)[nH]c2c(=O)[nH]c(=O)[nH]c21,182.13899999999998,-1.7568000000000001,3.0,4.0,2.0,0.0,13.0,7.0,2.0,103.50999999999999,0.16666666666666666
"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,244.29699999999997,0.24739999999999984,1.0,5.0,2.0,1.0,15.0,7.0,2.0,82.16,0.125
Glutathionylspermidine,NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(=O)O,434.5630000000002,-2.4558999999999926,8.0,8.0,0.0,17.0,29.0,12.0,0.0,188.67,0.7647058823529411
3'-beta-Sialyl-beta-lactose,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@@H]2O)(C(=O)O)C[C@@H]1O,633.5530000000003,-8.22340000000001,13.0,18.0,3.0,11.0,43.0,20.0,0.0,335.08,0.9130434782608695
Benzylsulfonic acid,O=S(=O)(O)Cc1ccccc1,172.205,1.0744000000000002,1.0,2.0,1.0,2.0,11.0,4.0,1.0,54.370000000000005,0.14285714285714285
Phenylphosphate,O=P(O)(O)Oc1ccccc1,174.092,1.1581,2.0,2.0,1.0,2.0,11.0,5.0,1.0,66.76,0.0
N-Succinyl Phenylglycine,O=C(O)CCC(=O)N[C@@H](C(=O)O)c1ccccc1,251.23800000000003,0.7932999999999997,3.0,3.0,1.0,6.0,18.0,6.0,1.0,103.7,0.25
Pterin Cytosine Dinucleotide,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H]4Nc5nc(N)[nH]c(=O)c5N[C@H]4C(S)=C3S)[C@@H](O)[C@H]2O)c(=O)n1,700.5420000000004,-1.9368999999999985,11.0,20.0,5.0,9.0,44.0,25.0,2.0,317.94999999999993,0.47368421052631576
2-Allyl-6-Methyl-Phenol,C=CCc1cccc(C)c1O,148.20499999999996,2.4291200000000006,1.0,1.0,1.0,2.0,11.0,1.0,1.0,20.23,0.2
"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,271.91400000000004,3.9706,0.0,2.0,2.0,0.0,14.0,6.0,1.0,26.3,0.125
3-deoxy-D-arabino-hexonic acid,O=C(O)[C@@H](O)C[C@H](O)[C@H](O)CO,180.156,-2.4639,5.0,5.0,0.0,5.0,12.0,6.0,0.0,118.22000000000001,0.8333333333333334
