Molecule ChEMBL ID,Smiles,Standard Value,Standard Type,pChEMBL Value,Activity_Class
CHEMBL1950569,N[C@@H](CC(=O)O)C(=O)Nc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1,0.5,EC50,9.3,Active
CHEMBL1950570,N[C@H](CC(=O)Nc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1)C(=O)O,2.0,EC50,8.7,Active
CHEMBL1950574,C[C@@](N)(CCc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1)C(=O)O,0.2,EC50,9.7,Active
CHEMBL1950575,C[C@](N)(CCc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1)C(=O)O,3.0,EC50,8.52,Active
CHEMBL1938934,CCC1SCCN1C(=O)c1ccc2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3F)sc2c1,150.0,EC50,6.82,Active
CHEMBL1938923,CC(c1ccc2sc(-c3ccc(CN4CC(C(=O)O)C4)cc3F)nc2c1)c1ccccn1,2370.0,EC50,5.62,Inactive
CHEMBL1938924,O=C(O)C1CN(Cc2ccc(-c3nc4ccc(Cc5ccccn5)cc4s3)c(F)c2)C1,1960.0,EC50,5.71,Inactive
CHEMBL1938925,CC(c1ccc2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3F)sc2c1)c1ccccn1,570.0,EC50,6.24,Active
CHEMBL1938930,O=C(O)C1CN(Cc2ccc(-c3nc4ccc(C(=O)N5CCCCCC5)cc4s3)c(F)c2)C1,2720.0,EC50,5.57,Inactive
CHEMBL1951157,Cc1ccccc1Oc1ccc(-c2nc(-c3csc(CN4CC(C(=O)O)C4)c3)no2)cc1,35.0,EC50,7.46,Active
CHEMBL1951317,CCc1cc(CN2CC(C(=O)O)C2)sc1-c1noc(-c2ccc(Oc3ccccc3)c(Cl)c2)n1,5.0,EC50,8.3,Active
CHEMBL6018061,CCCC/C=C/[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL6010527,CC(C)Oc1ccc(C[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)cc1,550.0,EC50,6.26,Active
CHEMBL3344416,N[C@H](CO)COc1cc(Cl)c(-c2nc(N3CCN(C(=O)c4cccc(Cl)c4)CC3)no2)cc1F,2400.0,EC50,5.62,Inactive
CHEMBL5810655,Cc1ccccc1OC[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5811858,COc1ccc(OC[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)cc1,55.0,EC50,7.26,Active
CHEMBL5413561,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(C(=O)CC(=O)O)C3)cc1C#N,788.0,EC50,6.1,Active
CHEMBL5411116,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(C(=O)CCC(N)=O)C3)cc1C#N,109.4,EC50,6.96,Active
CHEMBL5396847,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(C(=O)CCNS(C)(=O)=O)C3)cc1C#N,252.5,EC50,6.6,Active
CHEMBL5401326,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(S(=O)(=O)CC(=O)O)C3)cc1C#N,162.5,EC50,6.79,Active
CHEMBL5396701,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(S(=O)(=O)CCC(=O)O)C3)cc1C#N,50.0,EC50,7.3,Active
CHEMBL5399075,CC(C)Oc1ccc(COc2ccc3c(c2)OCCN(S(=O)(=O)CC(=O)O)C3)cc1C#N,50.5,EC50,7.3,Active
CHEMBL5423079,CC(C)Oc1ccc(COc2ccc3c(c2)OCCN(S(=O)(=O)CCCO)C3)cc1C#N,73.7,EC50,7.13,Active
CHEMBL224720,FC(F)(F)c1cccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)c1,270.0,EC50,6.57,Active
CHEMBL2315818,CCCCCCCCOc1ccc(NC(=O)[C@@H](N)CC(=O)O)cc1C(F)(F)F,231.0,EC50,6.64,Active
CHEMBL3105246,Cc1cc(CCC(=O)c2sc(C)c3c2C[C@@H]2[C@H]3C2(C)C)cc(C)c1OCCNS(C)(=O)=O,3.3,EC50,8.48,Active
CHEMBL3105485,Cc1cc(CCC(=O)c2sc(C)c3c2C[C@@H]2[C@H]3C2(C)C)cc(C)c1OCC(=O)O,300.0,EC50,6.52,Active
CHEMBL3105481,Cc1cc(CCC(=O)c2sc(C)c3c2C[C@@H]2[C@H]3C2(C)C)cc(C)c1OCC(O)CNCC(=O)O,1.5,EC50,8.82,Active
CHEMBL3105480,Cc1cc(CCC(=O)c2sc(C)c3c2C[C@@H]2[C@H]3C2(C)C)cc(C)c1OCCCNC(CC(=O)O)C(=O)O,3.5,EC50,8.46,Active
CHEMBL3103656,Cc1cc(CCC(=O)c2sc(C)c3c2C[C@@H]2[C@H]3C2(C)C)cc(C)c1OC[C@H](O)CO,1.4,EC50,8.85,Active
CHEMBL3103673,COc1ccccc1CNC(=O)C1=NN(C)C2C1C[C@@H]1[C@H]2C1(C)C,8570.0,EC50,5.07,Inactive
CHEMBL1916401,CCN(c1ccc2[nH]ncc2c1)S(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,372.0,EC50,6.43,Active
CHEMBL4461520,O=C(O)[C@H]1CCCN(CC(O)c2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,0.47,IC50,9.33,Active
CHEMBL4458762,CCCc1c(-c2nc(-c3ccc([C@H](O)CN4CCCC4CC(=O)O)cc3)no2)noc1-c1ccccc1,230.0,EC50,6.64,Active
CHEMBL4522539,O=C(O)C[C@H]1CCCN(C[C@@H](O)c2ccc(-c3noc(-c4noc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,3.9,EC50,8.41,Active
CHEMBL4520384,CC(C)Cc1onc(-c2nc(-c3ccc([C@H](O)CN4CCC[C@H](C(=O)O)C4)cc3)no2)c1C(F)(F)F,7.8,EC50,8.11,Active
CHEMBL4529165,CC(C)Cc1onc(-c2nc(-c3ccc([C@H](O)CN4CCC[C@H](CC(=O)O)C4)cc3)no2)c1C(F)(F)F,2.3,EC50,8.64,Active
CHEMBL3942289,CC(C)Cc1ccc(-c2onc3c2CCc2cc(CN4CC(C(=O)O)C4)ccc2-3)cc1C(F)(F)F,0.98,IC50,9.01,Active
CHEMBL3976201,OCc1ccc2c(c1)CCc1c-2noc1-c1cccc(C(F)(F)F)c1,3200.0,IC50,5.5,Inactive
CHEMBL3908750,O=C(O)C1CN(Cc2ccc3c(c2)OCc2c-3noc2-c2onc(-c3ccccc3)c2C(F)(F)F)C1,1.6,IC50,8.8,Active
CHEMBL3900885,O=C(O)C1CN(c2cc3c(cc2F)-c2noc(-c4onc(-c5ccccc5)c4C(F)(F)F)c2CC3)C1,5.6,IC50,8.25,Active
CHEMBL5921839,Cc1ccccc1-c1ccc(-c2nc(-c3ccc(CN(CCF)CCC(=O)O)c(F)c3)no2)cc1C(F)(F)F,41.7,IC50,7.38,Active
CHEMBL5810178,NC(=O)c1ccc(-c2noc(-c3ccc(OCCF)c(C(F)(F)F)c3)n2)cc1,67.0,IC50,7.17,Active
CHEMBL5411116,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(C(=O)CCC(N)=O)C3)cc1C#N,2257.0,EC50,5.65,Inactive
CHEMBL5411447,CC(C)Oc1ccc(COc2ccc3c(n2)CCN(S(=O)(=O)CCC(=O)O)C3)cc1C#N,226.0,EC50,6.65,Active
CHEMBL3086703,Cc1cc([C@@H](C)Nc2cccc(-c3cc(C)c(C(=O)N[C@@H](C)C(=O)O)c(C)c3)c2)ccc1Cl,2.5,IC50,8.6,Active
CHEMBL2207770,COCCN(C(=O)c1cccc(F)c1)c1nnc(-c2ccc(OC)c(OC)c2)s1,9000.0,EC50,5.05,Inactive
CHEMBL2207793,CCCCN(C(=O)c1ccccc1Cl)c1nnc(-c2cc(C)c(CN3CC(C(=O)O)C3)c(C)c2)s1,0.5,EC50,9.3,Active
CHEMBL3971014,CCCOc1ccc(-c2nc(-c3cccc4c3CCN4CC(N)(CO)CO)no2)cc1N,88.0,EC50,7.06,Active
CHEMBL3947171,FC(F)(F)Oc1ccc(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)cc1,5700.0,EC50,5.24,Inactive
CHEMBL3918461,COc1ccc(OC)c(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)c1,4900.0,EC50,5.31,Inactive
CHEMBL3935426,Nc1ncccc1-c1noc(CCC2(c3ccccc3)CCCCC2)n1,67.0,EC50,7.17,Active
CHEMBL3640923,O=C(O)[C@@H]1CCC[C@@H](N[C@@H]2COc3cc(-c4noc(-c5onc(-c6ccccc6)c5C(F)(F)F)n4)ccc3[C@@H]2O)C1,6.6,IC50,8.18,Active
CHEMBL3686139,O=C(NCCO)C(O)c1ccc(-c2noc(-c3onc(-c4ccccc4)c3C(F)(F)F)n2)cc1,0.85,IC50,9.07,Active
CHEMBL1916578,CCc1ccc(-c2nc(-c3ccc4c(c3)CCN4C(=O)CCC(=O)O)no2)cc1S(C)(=O)=O,38.0,EC50,7.42,Active
CHEMBL1916569,CC(C)Oc1cc(-c2nc(-c3ccc4c(c3)CCN4C(=O)CCC(=O)O)no2)ccc1C#N,6.8,EC50,8.17,Active
CHEMBL3798690,CCc1cc(-c2noc(-c3ccc(C4CCCC4)c(OC)n3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,1.4,EC50,8.85,Active
CHEMBL3797486,CCc1cc(-c2noc(-c3cc(C(CC)CC)cc(OC)n3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,1.1,EC50,8.96,Active
CHEMBL6018174,CCCc1c(OC)ccc2cc(C(=O)Nc3ccc(NC(=O)[C@H](N)CCC(=O)O)cc3C)c(=O)oc12,3.1,EC50,8.51,Active
CHEMBL6005250,CCCc1c(OC)ccc2cc(C(=O)Nc3ccc(S(N)(=O)=O)cc3C)c(=O)oc12,14.3,EC50,7.84,Active
CHEMBL5944981,C=CCOCCO[C@@H]1CCc2cc([C@@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,550.0,IC50,6.26,Active
CHEMBL5876918,CCCCO[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5783996,CCN(c1ccc(Cl)c(C)c1)C(C)c1ccc(F)c(CN2CC(C(=O)O)C2)c1,5.7,IC50,8.24,Active
CHEMBL5990065,CCN(c1ccc(Cl)c(C)c1)C(C)c1ccc(Cl)c(CN2CC(C(=O)O)C2)c1,1.1,IC50,8.96,Active
CHEMBL5741089,CCN(c1ccc(Cl)c(C(F)(F)F)c1)C(C)c1ccc(Cl)c(CN2CC(C(=O)O)C2)c1,1.5,IC50,8.82,Active
CHEMBL5951709,CCN(c1ccc(Cl)cc1)C(C)c1ccc(C)c(CN2CC(C(=O)O)C2)c1,1.8,IC50,8.74,Active
CHEMBL5997777,CCN(c1cccc(Cl)c1)C(C)c1ccc(C)c(CN2CC(C(=O)O)C2)c1,0.9,IC50,9.05,Active
CHEMBL1540682,COC(=O)C1CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12,5763.0,IC50,5.24,Inactive
CHEMBL1507537,COc1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,21610.0,IC50,4.67,Inactive
CHEMBL1563483,CCCCS(=O)(=O)/C=C\C=C/S(=O)(=O)CCCC,13690.0,IC50,4.86,Inactive
CHEMBL1429929,CCOC(=O)CCS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,15540.0,IC50,4.81,Inactive
CHEMBL1432251,COc1ccc(CS(=O)(=O)/C(Cl)=C(/Cl)C(=O)Nc2ccc(OC)nc2)cc1,6212.0,IC50,5.21,Inactive
CHEMBL4786296,CCOCCC[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,2.1,EC50,8.68,Active
CHEMBL6009936,N[C@]1(COP(=O)(O)O)CCC(c2ccc3c(c2)CN(CCCc2ccccc2)C3=O)C1,5500.0,IC50,5.26,Inactive
CHEMBL5918589,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CCC2(CCCCO2)C3)C1,55.0,IC50,7.26,Active
CHEMBL6020728,CCCC/C=C/C1=Cc2ccc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)cc2CC1,55.0,IC50,7.26,Active
CHEMBL5996140,O=C(c1cn(CCCc2ccc(CCCCCP(=O)(O)O)cc2)c2ccccc12)C(F)(F)F,5990.0,EC50,5.22,Inactive
CHEMBL5916391,CC(C)N(Cc1ccc(-c2ccc(CN3CC(C(=O)O)C3)cc2)cc1)c1ccc(F)cc1,600.0,EC50,6.22,Active
CHEMBL379589,Cc1cc(CCC(=O)O)ccc1-c1nc(-c2ccc(OC(C)C)c(C#N)c2)n[nH]1,380.0,EC50,6.42,Active
CHEMBL210841,Cc1cc(CCC(=O)O)ccc1-c1nnc(-c2ccc(OCC(=O)O)c(C#N)c2)s1,360.0,EC50,6.44,Active
CHEMBL1577139,Clc1ccc(/C=C\c2[nH]ccc3c4ccccc4nc2-3)cc1,2180.0,EC50,5.66,Inactive
CHEMBL1375597,N#Cc1cc2c(=O)n3ccccc3nc2n(-c2ccccc2Cl)c1=O,10400.0,EC50,4.98,Inactive
CHEMBL1081654,Cc1cc(O)ccc1NC(=O)c1cc(NC2CCCCC2)ncn1,550.0,Ki,6.26,Active
CHEMBL3978322,Cc1cc(NC(=O)c2cc(NC3CCCCC3)ncn2)ccc1O,980.0,Ki,6.01,Active
CHEMBL3958225,COCCN(c1cc(C(=O)Nc2ccc(S(N)(=O)=O)cc2C)ncn1)C1CCCCC1,9.2,EC50,8.04,Active
CHEMBL2032317,O=C(O)CCCCCc1cn2cc(-c3ccc(-c4ccccc4)c(C(F)(F)F)c3)nc2s1,63.1,EC50,7.2,Active
CHEMBL3781508,CCc1nc(-c2ccc(-c3ccc(CCC(N)(CO)CO)cc3)cc2)co1.Cl,332.0,EC50,6.48,Active
CHEMBL3954922,CC(C)Cc1onc(-c2onc3c2CCc2cc(CN4CC(C(=O)O)C4)ccc2-3)c1C(F)(F)F,0.57,IC50,9.24,Active
CHEMBL3946363,CCCc1ccc(-c2noc3c2COc2cc(CN4CC(C(=O)O)C4)ccc2-3)cc1,1.3,EC50,8.89,Active
CHEMBL5843620,CCN(Cc1cccc(CO)c1)c1ccc(Cl)c(C(F)(F)F)c1,3.9,IC50,8.41,Active
CHEMBL5880029,CCN(c1ccc(Cl)c(C)c1)C1CCCc2c(CO)cccc21,3.3,IC50,8.48,Active
CHEMBL3909064,N#CC1(NC(=O)C(O)c2ccc3c(c2)CCc2c-3noc2-c2noc(-c3ccccc3)c2C(F)(F)F)CC1,1.7,EC50,8.77,Active
CHEMBL3686140,CN(C)C(=O)CCNC(=O)C(O)c1ccc(-c2noc(-c3onc(-c4ccccc4)c3C(F)(F)F)n2)cc1,0.3,IC50,9.52,Active
CHEMBL6017366,CCCC[C@@H]1CCCC2(CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)O1,55.0,IC50,7.26,Active
CHEMBL5756926,N[C@]1(COP(=O)(O)O)CC[C@@H](c2ccc3c(c2)CC[C@@H](CSc2ccccc2)C3)C1,55.0,EC50,7.26,Active
CHEMBL2011717,CCCCN(C(=O)c1ccc(Cl)cc1)c1nnc(-c2cccnc2)s1,251.19,EC50,6.6,Active
CHEMBL208682,Cc1cc(C(=O)O)ccc1-c1noc(-c2ccc(C3CCCCC3)cc2)n1,467.0,EC50,6.33,Active
CHEMBL5754071,CCCCCCC1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2O1,55.0,EC50,7.26,Active
CHEMBL3671021,CCC(Nc1cccc(C(C)N2CC(C(=O)O)C2)c1)c1ccc(Cl)c(C)c1,1.2,IC50,8.92,Active
CHEMBL3699122,COc1ccccc1-c1noc(-c2ccc(N3CCCCC3C)c(C(F)(F)F)c2)n1,3.0,Ki,8.52,Active
CHEMBL3918967,O=C(Nc1ccc(O)c(F)c1)c1cc(NC2CCCCC2)ncn1,1580.0,EC50,5.8,Inactive
CHEMBL1087651,O=C(Nc1ccc(O)cc1C(F)(F)F)c1cc(NC2CCCCC2)ncn1,380.0,EC50,6.42,Active
CHEMBL3930934,O=C(Nc1ccc(O)cc1)c1cc(OC2CCCCC2)ncn1,240.0,EC50,6.62,Active
CHEMBL3904009,CN(c1cc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)ncn1)C1CCCCC1,674.0,EC50,6.17,Active
CHEMBL3932009,CCNS(=O)(=O)c1ccc(NC(=O)c2cc(N(C)C3CCCCC3)ncn2)cc1,2000.0,EC50,5.7,Inactive
CHEMBL1935583,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OC[C@H](C)Cc3ccc(F)cc3)ccc21.Cl,0.85,EC50,9.07,Active
CHEMBL1935585,CC[C@H](COc1ccc2c(c1)CCC(CN1CC(C(=O)O)C1)=C2C)Cc1ccc(F)cc1.Cl,1.1,EC50,8.96,Active
CHEMBL1935578,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCCCc3ccccc3F)ccc21.Cl,2.7,EC50,8.57,Active
CHEMBL5898574,CCCCOCCO[C@H]1CCc2cc([C@@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL5757722,N#Cc1ccc(C(=O)NC(c2ccc(Cl)c(Cl)c2)c2ccc(CO)cn2)cc1Cl,3600.0,IC50,5.44,Inactive
CHEMBL5899455,CC(C)Oc1ccc(C(=O)N[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(Cl)cn2)cc1C#N,2800.0,IC50,5.55,Inactive
CHEMBL3185265,CN(C)c1cccc2c1c(NC(=O)Nc1ccc(OCc3ccccc3)cc1)nn2C,34900.0,IC50,4.46,Inactive
CHEMBL3605536,CCn1c([C@@H](C)NS(=O)(=O)c2cccc(Cl)c2)nc2ccc(C(F)(F)F)cc21,27.0,EC50,7.57,Active
CHEMBL116981,CCCCCCc1ccc(-c2ccc(CNCCCP(=O)(O)O)cc2)cc1,0.9,IC50,9.05,Active
CHEMBL441826,CCCCCCCCCCOc1c(Br)cc(CNCCCP(=O)(O)O)cc1OC,0.4,IC50,9.4,Active
CHEMBL5923758,CN(C)C(=O)Cc1ccc(C[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)cc1,550.0,IC50,6.26,Active
CHEMBL5819701,N=C(NC(=O)C(CNC(=O)c1cccc(Cl)c1)c1ccccc1)c1ccccc1,8400.0,IC50,5.08,Inactive
CHEMBL5967620,N=C(NC(=O)C(NC(=O)c1ccc(Br)o1)c1ccc(Cl)c(Cl)c1)c1ccccc1,3500.0,IC50,5.46,Inactive
CHEMBL5960611,CN(C)C(=O)c1cccc(OC[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,55.0,EC50,7.26,Active
CHEMBL5911171,CCCCCCN1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1=O,5500.0,IC50,5.26,Inactive
CHEMBL5871149,CCCCCO[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL5992275,CCCCCO[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL3986235,COCCN(CC1CC1)c1cc(C(=O)Nc2ccc3[nH]ncc3c2)ncn1,69.0,EC50,7.16,Active
CHEMBL3902453,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CNC)cc2C)ncn1,567.0,EC50,6.25,Active
CHEMBL3968471,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CS(=O)(=O)CCC(=O)OCC)cc2)ncn1,5050.0,EC50,5.3,Inactive
CHEMBL3890343,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc3nn(CC(=O)OCC)cc3c2)ncn1,596.0,EC50,6.22,Active
CHEMBL3899372,Cn1cnnc1-c1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1,2040.0,EC50,5.69,Inactive
CHEMBL3896108,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CN3CCC3)cc2C)ncn1,807.0,EC50,6.09,Active
CHEMBL2022708,CCc1cc(CN2CC(C(=O)O)C2)sc1-c1ncc(-c2ccc(Oc3ccccc3)cc2)o1,90.0,EC50,7.05,Active
CHEMBL3661075,Cc1ccccc1-c1ccc(-c2nc(-c3ccc4[nH]ncc4c3)no2)cc1C,11.0,Ki,7.96,Active
CHEMBL5878956,CCOCC[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL6039624,COc1ccc(C[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c(C)c1,550.0,EC50,6.26,Active
CHEMBL3964923,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3n[nH]c2-c2onc(-c3ccccc3)c2C(F)(F)F)C1,980.0,EC50,6.01,Active
CHEMBL2315819,CCCCCCCCOc1ccc(NC(=O)[C@@](C)(N)CC(=O)O)cc1C(F)(F)F,135.0,EC50,6.87,Active
CHEMBL114606,CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,4.4,EC50,8.36,Active
CHEMBL3930827,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2noc(-c3ccccc3)c2C(F)(F)F)C1,0.59,EC50,9.23,Active
CHEMBL3984238,Oc1ccc2c(c1)CCc1c-2noc1-c1cc(-c2ccccc2)on1,15000.0,EC50,4.82,Inactive
CHEMBL366208,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,4.0,EC50,8.4,Active
CHEMBL5075931,NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12.O=C(O)C(=O)O,4004.72,IC50,5.4,Inactive
CHEMBL4093489,CCCc1ccc(COc2ccc3c(c2)CCC(CN2CC(C(=O)O)C2)=C3C)c(OC)c1,0.027,EC50,10.57,Active
CHEMBL4101237,COc1cc(CC(C)(C)O)ccc1COc1ccc2c(c1)CCC(CN1CC(C(=O)O)C1)=C2C,6.6,EC50,8.18,Active
CHEMBL4063139,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCc3ccc(CC(C)C)cc3C)ccc21,13.0,EC50,7.89,Active
CHEMBL4217573,Cl.O=C(O)CCN1CCC2(CC1)COc1cc(OCc3c(Cl)cccc3OC(F)(F)F)ccc12,3981.07,EC50,5.4,Inactive
CHEMBL4208787,Cl.O=C(O)CCN1CCC2(CC1)COc1cc(OCc3c(Cl)cccc3C(F)(F)F)ccc12,316.23,EC50,6.5,Active
CHEMBL2018175,CC(C)Oc1ccc(-c2nc(-c3ccc4ccn(CCC(=O)O)c4c3)no2)cc1Cl,398.11,EC50,6.4,Active
CHEMBL2018309,CCOc1ccc(-c2nc(-c3cccc4c(CCC(=O)O)c[nH]c34)no2)cc1OCC,3.162,EC50,8.5,Active
CHEMBL4758919,Cc1ccccc1N1C(=O)/C(=C/c2ccc(O)c(Cl)c2)S/C1=N\C1CC(F)(F)C1,199.53,IC50,6.7,Active
CHEMBL6050691,CCCCOCCO[C@@H]1CCc2cc([C@@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5986604,CCCCCCNC(=O)OC1CCc2cc([C@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL6009936,N[C@]1(COP(=O)(O)O)CCC(c2ccc3c(c2)CN(CCCc2ccccc2)C3=O)C1,550.0,EC50,6.26,Active
CHEMBL6005307,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@@H](c2ccccc2)C3)C1,55.0,EC50,7.26,Active
CHEMBL3905752,Cc1cc2cc(-c3nc(-c4cccc5c4CCN5CC(N)(CO)CO)no3)ccc2o1,1420.0,EC50,5.85,Inactive
CHEMBL6047481,Cc1ccccc1SC[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL5881671,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@@H](CSCCc2ccccc2)C3)C1,55.0,EC50,7.26,Active
CHEMBL4646315,COc1cccc(SC[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,55.0,EC50,7.26,Active
CHEMBL5970026,COc1ccc(F)c(OC[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,550.0,IC50,6.26,Active
CHEMBL5815324,CCCSCC[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5748744,N[C@]1(COP(=O)(O)O)CC[C@@H](c2ccc3c(c2)CC[C@H](CSc2ccccc2)C3)C1,55.0,EC50,7.26,Active
CHEMBL5858025,CC(C)CCSC[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5989963,CCCCCSC[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5932787,CC(C)(C)CSC[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL5836929,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@@H](CSc2cccnc2)C3)C1,55.0,IC50,7.26,Active
CHEMBL5836929,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@@H](CSc2cccnc2)C3)C1,55.0,EC50,7.26,Active
CHEMBL5881451,COc1cncc(OC[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,55.0,EC50,7.26,Active
CHEMBL5745508,C=CCC/C=C/[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL2057282,CCc1c(CCN2CCC(C(=O)O)CC2)cccc1-c1nsc(-c2ccc(OC(C)C)c(Cl)c2)n1,0.1585,EC50,9.8,Active
CHEMBL4077888,CCCc1cc(OC)c(COc2ccc3c(c2)CCC(CN2CC(C(=O)O)C2)=C3C)cn1,57.0,EC50,7.24,Active
CHEMBL2022899,CCc1cc(CN2CC(C(=O)O)C2)sc1-c1cnc(-c2ccc(Oc3ccccc3)cc2)o1,300.0,EC50,6.52,Active
CHEMBL4087932,CCCc1ccc(COc2ccc3c(c2C)CCC(CN2CC(C(=O)O)C2)=C3C)c(OC)n1,1.2,EC50,8.92,Active
CHEMBL4084786,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCc3ccc(CC(C)C)cc3F)ccc21,2.6,EC50,8.59,Active
CHEMBL4085321,COc1cc(CC(C)C)ccc1COc1ccc2c(c1)CCC(CN1CC(C(=O)O)C1)=C2C,1.0,EC50,9.0,Active
