Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3,MorganFingerprint,Predicted_Prob,Predicted_Activity
Fosdagrocorat,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](OP(=O)(O)O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,574.5360000000003,6.279520000000007,3.0,4.0,5.0,6.0,40.0,11.0,3.0,108.75,0.3793103448275862,[0 0 0 ... 0 0 0],0.7434999999999999,1
Rezvilutamide,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1,479.4800000000002,3.225780000000002,2.0,6.0,3.0,6.0,33.0,11.0,2.0,97.03000000000002,0.3181818181818182,[0 1 0 ... 0 0 0],0.7433333333333334,1
Cannabinor,CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)/C=C/C(=O)O)c1,470.6060000000003,5.905100000000005,2.0,5.0,4.0,10.0,34.0,6.0,1.0,100.9,0.6071428571428571,[0 0 0 ... 0 0 0],0.7432619047619048,1
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,458.6460000000002,5.851800000000007,2.0,4.0,4.0,10.0,34.0,4.0,3.0,44.73,0.4,[0 0 0 ... 0 0 0],0.743,1
5-Mercaptoethanol-2-decenoyl-coenzyme A,CCCCC[C@@H](C/C=C/C(=O)SCCNC(=O)CCN[C@H](O)C(=O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H]([n+]2c[nH]c3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)SCC=O,994.8900000000002,0.9111000000000038,10.0,20.0,3.0,30.0,63.0,30.0,2.0,382.55,0.6666666666666666,[0 1 0 ... 0 0 0],0.7429166666666666,1
Thymidine monophosphate,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,322.21000000000004,-1.3972800000000003,4.0,7.0,2.0,4.0,21.0,11.0,1.0,151.07999999999998,0.6,[0 0 0 ... 0 0 0],0.7426547619047619,1
Phosphonotyrosine,N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)O,261.16999999999996,0.1125000000000001,4.0,4.0,1.0,5.0,17.0,8.0,1.0,130.07999999999998,0.2222222222222222,[0 1 0 ... 0 0 0],0.7425,1
"{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum",Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C([S][Mo](=[O])(=[O])([SH])[S]3)[C@H](COP(=O)(O)O)O[C@H]1N2,554.3560000000001,0.1392999999999997,7.0,12.0,4.0,3.0,28.0,18.0,1.0,205.96,0.4,[0 0 0 ... 0 0 0],0.7425,1
Malonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O,853.5870000000001,-1.8605999999999936,10.0,20.0,3.0,21.0,54.0,30.0,2.0,400.9299999999999,0.625,[0 1 0 ... 0 0 0],0.74225,1
N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,Cc1ncc(COP(=O)(O)O)c(CN[C@H](CCC(=O)O)C(=O)O)c1O,378.27400000000017,0.1125199999999996,6.0,7.0,1.0,10.0,25.0,12.0,1.0,186.50999999999996,0.4615384615384615,[0 1 0 ... 0 0 0],0.7416666666666667,1
N-Methyl-Pyridoxal-5'-Phosphate,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1C,262.178,-0.05308,3.0,4.0,1.0,4.0,17.0,8.0,1.0,107.94,0.3333333333333333,[0 0 0 ... 0 0 0],0.7416666666666667,1
TMP,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,338.20900000000006,-2.4264799999999993,5.0,8.0,2.0,4.0,22.0,12.0,1.0,171.31,0.6,[0 0 0 ... 0 0 0],0.7416666666666667,1
Amphomycin,CCC(C)CCCCC/C=C/CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)[C@@H]1NC(=O)[C@H]2CCCCN2C1=O)C(C)C)[C@H](C)N)[C@@H](C)C(=O)O,1290.4369999999997,-3.406300000000015,15.0,17.0,3.0,38.0,91.0,33.0,0.0,506.8399999999998,0.6896551724137931,[0 1 0 ... 0 0 0],0.7415,1
Trifluoroacetonyl coenzyme A,CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCC(=O)C(F)(F)F,877.5750000000002,-0.7304999999999968,9.0,19.0,3.0,21.0,55.0,31.0,2.0,363.62999999999994,0.6666666666666666,[0 1 0 ... 0 0 0],0.74125,1
Amibegron,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2,403.9060000000002,3.4624000000000024,2.0,5.0,3.0,8.0,28.0,6.0,2.0,67.79,0.4090909090909091,[0 1 0 ... 0 0 0],0.7411538461538462,1
Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,C[C@@H](N=C([O-])CCCC[C@H](N=C(O)CN)C(=O)O)P(=O)(O)O,338.277,-0.8022999999999985,5.0,6.0,0.0,10.0,22.0,11.0,0.0,188.85999999999996,0.7272727272727273,[0 1 0 ... 0 0 0],0.7409848484848485,1
Fosciclopirox,Cc1cc(C2CCCCC2)n(OCOP(=O)(O)O)c(=O)c1,317.278,1.6998199999999997,2.0,5.0,2.0,5.0,21.0,8.0,1.0,97.99,0.6153846153846154,[0 0 1 ... 0 0 0],0.7406190476190475,1
Vamotinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1nnc2ccccn12,532.5700000000002,4.456020000000004,1.0,6.0,5.0,4.0,39.0,10.0,4.0,65.77000000000001,0.2758620689655172,[0 0 0 ... 0 0 0],0.74,1
Almorexant,CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,512.5720000000002,5.7419000000000056,1.0,4.0,4.0,8.0,37.0,8.0,3.0,50.80000000000001,0.3448275862068966,[0 1 0 ... 0 0 0],0.74,1
Palmitoyl-Linoleoyl Phosphatidylcholine,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,758.075,10.943999999999992,0.0,8.0,0.0,38.0,52.0,10.0,0.0,111.19,0.8571428571428571,[0 1 0 ... 0 0 0],0.74,1
Navitoclax,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,974.6339999999996,8.833200000000007,2.0,11.0,7.0,16.0,65.0,18.0,4.0,128.36,0.425531914893617,[0 1 0 ... 0 0 0],0.74,1
Seladelpar,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,444.4710000000002,5.053420000000005,1.0,5.0,2.0,11.0,30.0,9.0,2.0,64.99000000000001,0.3809523809523809,[0 1 0 ... 0 0 0],0.74,1
L-Dilinoleoyllecithin,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,782.0969999999994,11.276199999999992,0.0,8.0,0.0,38.0,54.0,10.0,0.0,111.19,0.7727272727272727,[0 1 0 ... 0 0 0],0.74,1
Sitravatinib,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,629.6890000000001,6.522200000000005,3.0,8.0,6.0,12.0,45.0,12.0,5.0,114.46999999999998,0.2121212121212121,[0 1 0 ... 0 0 0],0.74,1
Ulapualide A,CO[C@H]1C/C=C/c2nc(co2)-c2nc(co2)-c2nc(co2)[C@@H](C)CC(=O)CCC[C@H](O)CC(=O)O[C@@H](C[C@H](OC)[C@@H](C)CCC(=O)[C@@H](C)C(OC(C)=O)C(C)C=CN(C)CO)[C@@H]1C,883.0490000000001,6.938100000000008,2.0,17.0,4.0,15.0,63.0,17.0,3.0,226.99,0.6304347826086957,[0 1 0 ... 0 0 0],0.7399285714285715,1
R906289,CCO[C@H]1CC[C@H](n2cc(NC(=O)c3csc(-c4cnn(C(C)OP(=O)(O)O)c4)n3)c(-c3nc(F)ccc3F)n2)CC1,623.5790000000001,4.943600000000004,3.0,11.0,5.0,10.0,42.0,17.0,4.0,166.51,0.4,[0 1 0 ... 0 0 0],0.7397499999999999,1
Asciminib,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[nH]2)c1,449.8450000000002,3.462900000000001,3.0,6.0,4.0,6.0,31.0,11.0,3.0,103.37,0.25,[0 0 0 ... 0 0 0],0.7397499999999999,1
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)O,879.6120000000002,-5.298199999999998,12.0,20.0,3.0,20.0,58.0,30.0,1.0,427.66,0.6785714285714286,[0 1 0 ... 0 0 0],0.7395833333333335,1
Bedoradrine,CN(C)C(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1ccc(O)c(CCO)c1)CC2,428.5290000000002,1.5744999999999996,4.0,6.0,3.0,9.0,31.0,7.0,2.0,102.26,0.4583333333333333,[0 1 0 ... 0 0 0],0.7394999999999999,1
Calmangafodipir,Cc1ncc(COP(=O)([O-])O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)([O-])O)cnc(C)c2O)CC(=O)O)c1O.Cc1ncc(COP(=O)([O-])O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)([O-])O)cnc(C)c2O)CC(=O)O)c1O.Cc1ncc(COP(=O)([O-])O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)([O-])O)cnc(C)c2O)CC(=O)O)c1O.Cc1ncc(COP(=O)([O-])O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)([O-])O)cnc(C)c2O)CC(=O)O)c1O.Cc1ncc(COP(=O)([O-])O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)([O-])O)cnc(C)c2O)CC(=O)O)c1O.[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Mn+2],3397.4699999999925,-6.862500000000046,30.0,70.0,10.0,85.0,215.0,105.0,10.0,1432.500000000001,0.4545454545454545,[0 0 0 ... 0 0 0],0.7388888888888888,1
Abequolixron,C[C@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1,596.0890000000002,8.477600000000006,1.0,3.0,4.0,13.0,42.0,8.0,4.0,49.77,0.2647058823529412,[0 1 0 ... 0 0 0],0.73875,1
N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,Cc1ncc(COP(=O)(O)O)c(CN[C@@](C)(CCC(=O)O)C(=O)O)c1O,392.3010000000002,0.5026200000000001,6.0,7.0,1.0,10.0,26.0,12.0,1.0,186.50999999999996,0.5,[0 0 0 ... 0 0 0],0.73875,1
BX-528,CC(C)[C@H](NS(=O)(=O)CCCc1ccccc1)P(=O)(O)C[C@H](C(=O)O)c1cccc(CN)c1,496.56600000000026,3.1182000000000007,4.0,5.0,2.0,13.0,33.0,10.0,2.0,146.79,0.4347826086956521,[0 1 0 ... 0 0 0],0.7385703463203462,1
"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",O=C(O)[C@]1(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,274.118,-3.0105,6.0,7.0,1.0,4.0,17.0,11.0,0.0,173.98,0.8333333333333334,[0 0 0 ... 0 0 0],0.7384999999999999,1
3-thiaoctanoyl-CoA,CCCCCSCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,911.7800000000004,0.5881000000000027,9.0,20.0,3.0,25.0,57.0,29.0,2.0,363.63000000000005,0.7142857142857143,[0 1 0 ... 0 0 0],0.7383333333333334,1
2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),O=c1[nH]c(NCc2cccc3ccccc23)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,487.40900000000016,1.6425999999999998,5.0,9.0,5.0,7.0,34.0,13.0,4.0,171.81999999999996,0.2857142857142857,[0 0 0 ... 0 0 0],0.7380714285714286,1
Deoxyuridine monophosphate,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,308.183,-1.7056999999999998,4.0,7.0,2.0,4.0,20.0,11.0,1.0,151.08,0.5555555555555556,[0 0 0 ... 0 0 0],0.7380119047619047,1
Saralasin,CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C,912.0629999999996,-2.5101999999999993,12.0,12.0,3.0,25.0,65.0,23.0,2.0,357.54999999999995,0.5714285714285714,[0 1 0 ... 0 0 0],0.7376515151515152,1
Succinyl-Coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,867.614,-1.4704999999999946,10.0,20.0,3.0,22.0,55.0,30.0,2.0,400.9299999999999,0.64,[0 1 0 ... 0 0 0],0.7375,1
CM-4307,[2H]C([2H])([2H])NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,467.84930533400006,5.549700000000002,3.0,4.0,3.0,6.0,32.0,11.0,3.0,92.35,0.0952380952380952,[0 0 0 ... 0 0 0],0.7375,1
Evacetrapib,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,638.657,7.103640000000007,1.0,7.0,5.0,7.0,45.0,14.0,3.0,87.38000000000001,0.5483870967741935,[0 0 0 ... 0 0 0],0.7375,1
AK106-001616,Cn1ncc2cc(-c3cc(CCC(=O)O)cc(N)c3OC3Cc4ccccc4C3)ccc21,427.5040000000002,4.385900000000003,2.0,5.0,5.0,6.0,32.0,6.0,4.0,90.37,0.2307692307692307,[0 0 0 ... 0 0 0],0.7371428571428572,1
"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",CC(C)C[C@@H](NC(=N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)o4)c(Cl)c3Cl)nn2C)CC1,662.5749999999999,3.984070000000002,5.0,8.0,4.0,12.0,45.0,15.0,3.0,188.79999999999995,0.4333333333333333,[0 1 0 ... 0 0 0],0.7371428571428572,1
"4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID",C[C@H]1CC[C@@H](NCc2ccc3c(c2)Cc2c(-c4ccc(C(=O)O)cc4)n[nH]c2-3)CC1,401.51000000000016,5.014400000000003,3.0,3.0,5.0,5.0,30.0,5.0,3.0,78.00999999999999,0.36,[0 0 0 ... 0 0 0],0.7370833333333334,1
PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](N)[C@H]1O,374.294,-1.4127999999999994,4.0,10.0,3.0,5.0,25.0,13.0,2.0,169.08,0.5833333333333334,[0 0 0 ... 0 0 0],0.7368055555555556,1
Fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,362.2780000000001,1.5488,3.0,4.0,3.0,5.0,25.0,9.0,2.0,116.17000000000002,0.125,[0 0 0 ... 0 0 0],0.7366666666666667,1
6-O-Phosphoryl Inosine Monophosphate,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(OP(=O)(O)O)ncnc32)[C@H](O)[C@@H]1O,428.18700000000007,-1.9737000000000005,6.0,11.0,3.0,6.0,27.0,17.0,2.0,226.80999999999997,0.5,[0 0 0 ... 0 0 0],0.7366666666666667,1
GLPG-1205,O=c1nc(OC[C@@H]2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2,378.4280000000001,2.022099999999999,0.0,6.0,5.0,3.0,28.0,6.0,2.0,62.580000000000005,0.4545454545454545,[0 0 0 ... 0 0 0],0.7366666666666667,1
Elagolix,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,631.5980000000003,5.535020000000003,2.0,7.0,4.0,12.0,45.0,13.0,4.0,102.56,0.28125,[0 1 0 ... 0 0 0],0.73625,1
2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCN(C)CCO[P@](=O)(O)OP(=O)(O)O,453.4530000000001,4.953800000000007,3.0,5.0,0.0,15.0,29.0,10.0,0.0,116.53,0.6842105263157895,[0 0 0 ... 0 0 0],0.736,1
"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CS)CC2,431.5100000000002,2.7815000000000003,2.0,7.0,3.0,6.0,30.0,8.0,2.0,83.09,0.3636363636363636,[0 0 0 ... 0 0 0],0.7359166666666667,1
Tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C,2933.4919999999956,-7.964489999999958,42.0,39.0,9.0,93.0,208.0,72.0,6.0,1158.7199999999998,0.5808823529411765,[1 1 0 ... 0 0 0],0.73575,1
"S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE",CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@H](=O)O,440.49900000000014,1.2346999999999992,4.0,7.0,0.0,15.0,28.0,11.0,0.0,142.03,0.8235294117647058,[0 1 0 ... 0 0 0],0.735625,1
Dimethylallyl S-Thiolodiphosphate,CC(C)CCS[P@@](=O)(O)OP(=O)(O)O,264.176,1.975400000000001,3.0,4.0,0.0,6.0,14.0,9.0,0.0,104.06,1.0,[0 1 0 ... 0 0 0],0.735,1
"6-Chloropurine Riboside, 5'-Monophosphate",O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(Cl)[nH+]cnc32)[C@H](O)[C@@H]1O,367.662,-1.3727000000000005,4.0,8.0,3.0,4.0,23.0,13.0,2.0,161.3,0.5,[0 0 0 ... 1 0 0],0.735,1
"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)S[C@@H]4C)ccc32)cc1OC,425.5100000000001,3.8458000000000023,1.0,6.0,4.0,4.0,30.0,8.0,2.0,80.23,0.3181818181818182,[0 0 0 ... 0 0 0],0.735,1
4-CDP-2-C-methyl-D-erythritol 2-phosphate,C[C@@](CO)(OP(=O)(O)O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,601.2880000000004,-3.0834999999999986,9.0,16.0,2.0,13.0,37.0,23.0,1.0,320.11,0.7142857142857143,[0 1 0 ... 0 0 0],0.7345833333333335,1
Flunoxaprofen,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,285.274,3.822000000000002,1.0,3.0,3.0,3.0,21.0,5.0,3.0,63.33,0.125,[0 1 0 ... 0 0 0],0.7341666666666667,1
1-(5-phospho-D-ribosyl)-ATP,N=c1c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,719.2760000000004,-3.5967299999999987,11.0,19.0,4.0,12.0,44.0,29.0,2.0,385.4500000000001,0.6666666666666666,[0 0 0 ... 0 0 0],0.7341666666666667,1
Deglucobalhimycin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)C(O)(O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)[C@H]1O,1303.129,1.953099999999996,17.0,21.0,11.0,10.0,91.0,31.0,5.0,471.57000000000016,0.3666666666666666,[0 1 0 ... 0 0 0],0.7341666666666665,1
"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",Cc1ccc2c(c1)c1c(n2C[C@@H](O)CNC2CCCCC2)CCCC1,340.51100000000025,4.111720000000004,2.0,3.0,4.0,5.0,25.0,3.0,2.0,37.19,0.6363636363636364,[0 1 1 ... 0 0 0],0.7340000000000001,1
Granotapide,CCOC(=O)C(COC(=O)Cc1ccc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)c(C(=O)N(C)C)c1)(C(=O)OCC)c1ccccc1,718.725,6.476400000000006,1.0,8.0,4.0,13.0,52.0,13.0,4.0,128.30999999999997,0.2564102564102564,[0 0 0 ... 0 0 0],0.73375,1
Orvepitant,Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,628.6330000000004,6.796820000000007,0.0,3.0,5.0,4.0,44.0,13.0,2.0,47.1,0.5483870967741935,[0 1 0 ... 0 0 0],0.73375,1
"(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]",O=C(CO)CO[P@](=O)(O)OC1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O,492.1560000000001,-3.897899999999999,9.0,12.0,1.0,10.0,29.0,20.0,0.0,287.27,0.8888888888888888,[1 0 0 ... 0 0 0],0.7333571428571429,1
Pyridoxal-5'-Phosphate-N-Oxide,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1[O-],263.142,-0.2441800000000001,3.0,5.0,1.0,4.0,17.0,9.0,1.0,131.0,0.25,[0 0 0 ... 0 0 0],0.7329166666666667,1
Coenzyme F420,C[C@H](OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,773.5980000000002,-2.716199999999991,11.0,16.0,3.0,20.0,53.0,24.0,1.0,374.53,0.4482758620689655,[0 1 0 ... 0 0 0],0.7325833333333333,1
Crinecerfont,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,483.05200000000025,7.517460000000006,0.0,4.0,4.0,8.0,33.0,6.0,3.0,25.360000000000003,0.3703703703703703,[0 1 0 ... 0 0 0],0.7325,1
S-4-Nitrobutyryl-CoA,CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[N+](=O)[O-],882.6289999999999,-1.2783999999999955,9.0,21.0,3.0,23.0,56.0,31.0,2.0,406.7699999999999,0.68,[0 1 0 ... 0 0 0],0.7325,1
Torcetrapib,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC,600.478,8.197900000000006,0.0,4.0,3.0,5.0,41.0,15.0,2.0,59.08,0.4615384615384615,[0 0 0 ... 0 0 0],0.7325,1
Nitromethyldethia coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCC[N+](=O)[O-],794.498,-1.928299999999996,9.0,19.0,3.0,20.0,51.0,29.0,2.0,389.69999999999993,0.6818181818181818,[0 1 0 ... 0 0 0],0.7325,1
