Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3,MorganFingerprint,Predicted_Prob,Predicted_Activity
Tenivastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,436.5890000000002,4.105700000000003,3.0,5.0,2.0,10.0,31.0,6.0,0.0,104.06000000000002,0.76,[0 1 0 ... 0 0 0],0.7324583333333333,1
Quinapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,438.5240000000003,2.5671,2.0,5.0,3.0,9.0,32.0,7.0,2.0,95.94,0.4,[0 1 0 ... 0 0 0],0.7320833333333334,1
CTT-1057,O=C(O)CC[C@H](NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NC(=O)CCCCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O,706.6140000000006,0.8397000000000026,9.0,9.0,1.0,25.0,48.0,20.0,1.0,295.06,0.5357142857142857,[0 1 0 ... 0 0 0],0.7318571428571429,1
Leukotriene C4,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,625.7850000000003,2.776900000000003,7.0,8.0,0.0,25.0,43.0,13.0,0.0,216.34999999999997,0.5666666666666667,[0 1 0 ... 0 0 0],0.7318181818181819,1
5-fluoro-2'-deoxyuridine-5'-monophosphate,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1F,326.173,-1.5666000000000002,4.0,7.0,2.0,4.0,21.0,12.0,1.0,151.08,0.5555555555555556,[0 0 0 ... 0 0 0],0.7317619047619047,1
"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",Cc1ccc2c(c1)ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,344.26,0.0732199999999995,4.0,7.0,3.0,4.0,23.0,10.0,2.0,134.27,0.4615384615384615,[0 0 0 ... 0 0 0],0.7316666666666667,1
Laropiprant,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,435.90400000000017,4.390100000000004,1.0,4.0,4.0,5.0,29.0,8.0,3.0,76.37,0.2857142857142857,[0 0 0 ... 0 0 0],0.7316666666666667,1
Teicoplanin,CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,1879.680000000001,1.1636000000000106,24.0,33.0,16.0,20.0,132.0,44.0,7.0,662.4100000000003,0.4204545454545454,[0 0 0 ... 0 0 0],0.7316190476190476,1
"Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate",CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,600.6880000000003,3.0489200000000025,3.0,8.0,3.0,16.0,43.0,12.0,2.0,156.7,0.5483870967741935,[0 1 0 ... 0 0 0],0.7313214285714286,1
Afamelanotide,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,1646.8740000000005,-4.099729999999994,23.0,21.0,6.0,50.0,118.0,40.0,5.0,642.9799999999999,0.5,[0 1 0 ... 0 0 0],0.73125,1
Burixafor,Nc1cc(N2CCN(CCP(=O)(O)O)CC2)nc(NC[C@H]2CC[C@H](CNCCCNC3CCCCC3)CC2)n1,566.7320000000002,2.4788000000000014,6.0,9.0,4.0,14.0,39.0,12.0,1.0,151.89999999999998,0.8518518518518519,[0 0 1 ... 0 0 0],0.73125,1
Glucosamine 4-Phosphate,N[C@@H]1[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](CO)O[C@H]1O,259.151,-3.1379999999999995,6.0,7.0,1.0,3.0,16.0,10.0,0.0,162.7,1.0,[0 0 0 ... 0 0 0],0.7311904761904762,1
Psilocybin,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,284.252,1.7435,3.0,3.0,2.0,5.0,19.0,7.0,2.0,85.79,0.3333333333333333,[0 0 0 ... 0 0 0],0.7305972222222223,1
RU85493,CC(=O)N[C@@H](Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,637.6260000000003,2.3647,5.0,6.0,4.0,12.0,45.0,13.0,3.0,182.57,0.3125,[0 1 0 ... 0 0 0],0.7305952380952381,1
Halofantrine,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,500.4320000000002,8.644300000000001,1.0,2.0,3.0,10.0,33.0,7.0,3.0,23.47,0.4615384615384615,[0 1 0 ... 1 0 0],0.7303737373737375,1
VK-0214,Cc1cc(OCP(=O)(O)O)cc(C)c1Cc1ccc(O)c(Cc2ccccc2)c1,412.42200000000014,4.704640000000005,3.0,3.0,3.0,7.0,29.0,6.0,3.0,86.99000000000001,0.217391304347826,[0 0 0 ... 0 0 0],0.7303333333333333,1
Pam2csk4,CCCCCCCCCCCCCCCC(=O)OCC(CSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,1271.8479999999993,7.481400000000008,12.0,17.0,0.0,63.0,88.0,23.0,0.0,385.73,0.8769230769230769,[0 1 0 ... 0 0 0],0.7301666666666666,1
Lasalocid,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,590.7980000000002,5.842220000000006,4.0,7.0,3.0,13.0,42.0,8.0,1.0,133.52,0.7647058823529411,[0 1 0 ... 0 0 0],0.73,1
Glycerol 2-phosphate,O=P(O)(O)OC(CO)CO,172.07299999999998,-1.5511,4.0,4.0,0.0,4.0,10.0,7.0,0.0,107.22,1.0,[0 1 0 ... 0 0 0],0.73,1
Amifostine,NCCCNCCSP(=O)(O)O,214.227,-0.2492999999999997,4.0,4.0,0.0,7.0,12.0,7.0,0.0,95.58,1.0,[0 0 0 ... 0 1 0],0.73,1
Mocravimod,NC(CO)(CO)CCc1ccc(Sc2cccc(OCc3ccccc3)c2)cc1Cl,443.9960000000002,4.684900000000003,3.0,5.0,3.0,10.0,30.0,6.0,3.0,75.71000000000001,0.25,[0 0 0 ... 0 0 0],0.73,1
2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,Cc1ncc(COP(=O)(O)O)c(C/N=C(\C=C\CP(=O)(O)O)C(=O)O)c1O,424.23900000000015,0.4644200000000001,6.0,7.0,1.0,9.0,27.0,14.0,1.0,207.06999999999996,0.3076923076923077,[0 0 0 ... 0 0 0],0.73,1
(2S)-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide,C[C@](O)(COc1c(F)c(F)c(F)c(F)c1F)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,474.2600000000001,4.077600000000001,2.0,5.0,2.0,6.0,32.0,15.0,2.0,101.7,0.2352941176470588,[0 0 0 ... 0 0 0],0.73,1
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)O,750.4970000000003,-4.6477999999999895,10.0,18.0,3.0,15.0,49.0,26.0,1.0,361.26,0.6956521739130435,[0 1 0 ... 0 0 0],0.7295833333333335,1
"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",C[C@H](NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)C[P@](=O)(O)[C@H](C)N)C(=O)O,418.4300000000002,2.6767,4.0,4.0,2.0,9.0,29.0,8.0,2.0,129.72,0.3333333333333333,[0 1 0 ... 0 0 0],0.7295833333333333,1
(R)-carnitinyl-CoA betaine,CC(C)(COP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C,910.7269999999996,-2.51009999999999,9.0,21.0,3.0,23.0,58.0,30.0,2.0,386.68999999999994,0.7142857142857143,[0 1 0 ... 0 0 0],0.7291666666666665,1
2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate),O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1CO,338.20900000000006,-2.2133999999999996,5.0,8.0,2.0,5.0,22.0,12.0,1.0,171.31,0.6,[0 0 0 ... 0 0 0],0.7289047619047619,1
"(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine",CCCCCC(=O)OC[C@H](CCP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,451.54100000000034,3.268300000000001,0.0,7.0,0.0,18.0,30.0,9.0,0.0,101.96,0.9047619047619048,[0 1 0 ... 0 0 0],0.72875,1
"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1cc(OC)c(OC)c(OC)c1,693.7900000000002,5.985000000000006,1.0,10.0,4.0,17.0,50.0,12.0,3.0,139.29,0.4473684210526316,[0 1 0 ... 0 0 0],0.7284848484848484,1
JNJ-28330835,C[C@@]1(C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)CC(C(F)(F)F)=NN1,364.2489999999999,3.185880000000001,2.0,4.0,2.0,2.0,25.0,11.0,1.0,77.28,0.3571428571428571,[0 0 0 ... 0 0 0],0.7283333333333334,1
RAD-140,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,393.8340000000002,3.975780000000002,2.0,7.0,3.0,5.0,28.0,8.0,3.0,118.76000000000002,0.2,[0 1 0 ... 0 0 0],0.7283333333333334,1
CZEN 002,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,1664.914000000001,-4.536829999999997,23.0,22.0,6.0,50.0,118.0,41.0,5.0,642.9799999999999,0.4935064935064935,[1 1 0 ... 0 0 0],0.7282500000000001,1
Vocacapsaicin,CNCC1CCCCN1C(=O)Oc1ccc(CNC(=O)CCCC/C=C/C(C)C)cc1OC,459.6310000000004,4.656700000000004,2.0,5.0,2.0,12.0,33.0,7.0,1.0,79.90000000000002,0.6153846153846154,[0 1 0 ... 0 0 0],0.728,1
"4-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide",Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](CC(C)C)NC(=O)c1cccc(N)c1,531.6970000000002,4.587640000000003,4.0,5.0,3.0,13.0,39.0,7.0,3.0,113.68,0.375,[0 1 0 ... 0 0 0],0.7279583333333334,1
Travoprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,500.5540000000002,4.427400000000005,3.0,6.0,2.0,12.0,35.0,9.0,1.0,96.22,0.5769230769230769,[0 1 0 ... 0 0 0],0.7279166666666665,1
Bimosiamose,O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1,862.9220000000004,1.977799999999999,10.0,14.0,6.0,19.0,62.0,16.0,4.0,273.35999999999996,0.4347826086956521,[0 0 0 ... 0 0 0],0.7276515151515152,1
2-Dimethylamino-Ethyl-Diphosphate,CN(C)CCO[P@@](=O)(O)OP(=O)(O)O,249.096,-0.2257000000000001,3.0,5.0,0.0,6.0,14.0,10.0,0.0,116.53,1.0,[0 0 0 ... 0 0 0],0.7276388888888888,1
Cefilavancin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCCCO/N=C(\C(=O)N[C@@H]4C(=O)N5C(C(=O)[O-])=C(C[n+]6ccccc6)CS[C@H]45)c4nc(N)sc4Cl)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1983.2939999999992,-0.9675000000000282,21.0,35.0,16.0,24.0,136.0,49.0,7.0,676.2100000000002,0.4022988505747126,[0 1 0 ... 0 0 0],0.7275,1
Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1449.2710000000004,0.1062000000000051,19.0,25.0,12.0,13.0,101.0,35.0,5.0,530.4900000000002,0.4242424242424242,[0 1 0 ... 0 0 0],0.7275,1
Tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,370.3440000000001,1.3957,1.0,8.0,4.0,4.0,27.0,10.0,3.0,106.26000000000002,0.2352941176470588,[0 1 0 ... 0 0 0],0.7275,1
Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,464.8310000000002,5.549700000000003,3.0,4.0,3.0,5.0,32.0,11.0,3.0,92.35,0.0952380952380952,[0 0 0 ... 0 0 0],0.7275,1
Desulfo-coenzyme A,CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,735.4740000000002,-1.5751999999999964,9.0,17.0,3.0,17.0,47.0,26.0,2.0,346.56000000000006,0.6666666666666666,[0 1 0 ... 0 0 0],0.7275,1
Sodelglitazar,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1OC(C)(C)C(=O)O,499.5510000000002,7.119140000000007,1.0,5.0,3.0,7.0,33.0,10.0,3.0,59.42,0.3043478260869565,[0 0 0 ... 0 0 0],0.7275,1
Phosphoaspartate,N[C@@H](CC(=O)OP(=O)(O)O)C(=O)O,213.082,-1.5757000000000003,4.0,5.0,0.0,4.0,13.0,9.0,0.0,147.15,0.5,[0 1 0 ... 0 0 0],0.7275,1
Acetoacetyl-CoA,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,851.615,-1.3561999999999956,9.0,20.0,3.0,21.0,54.0,29.0,2.0,380.7,0.64,[0 1 0 ... 0 0 0],0.7275,1
Angiotensin 1-7,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O,899.0199999999998,-1.8325300000000064,13.0,12.0,3.0,25.0,64.0,23.0,2.0,377.24,0.5609756097560976,[0 1 0 ... 0 0 0],0.7272638888888889,1
CoA-S-trimethylene-acetyl-tryptamine,CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCCCCC(=O)NCCc1c[nH]c2ccccc12,1009.8629999999996,1.1486000000000034,11.0,19.0,5.0,27.0,66.0,30.0,4.0,391.44999999999993,0.5555555555555556,[0 1 0 ... 0 0 0],0.727125,1
"beta-D-fructofuranose 1,6-bisphosphate",O=P(O)(O)OC[C@H]1O[C@](O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,340.114,-2.9858,7.0,8.0,1.0,6.0,20.0,14.0,0.0,203.43999999999997,1.0,[0 0 0 ... 0 0 0],0.7266666666666667,1
Alpha-Ribazole-5'-Phosphate Derivative,O=P(O)(O)OC[C@H]1O[C@H](n2cnc3ccccc32)[C@H](O)[C@@H]1O,330.23300000000006,-0.2352000000000002,4.0,7.0,3.0,4.0,22.0,10.0,2.0,134.27,0.4166666666666667,[0 0 0 ... 0 0 0],0.7266666666666667,1
Vipoglanstat,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(OCC(F)F)cc21,678.5300000000002,7.780800000000005,3.0,6.0,4.0,9.0,45.0,15.0,3.0,97.28000000000002,0.5,[0 1 0 ... 0 0 0],0.7266666666666666,1
Triciribine phosphate,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,400.28800000000007,-1.7700999999999991,5.0,11.0,4.0,4.0,27.0,14.0,2.0,188.77999999999997,0.4615384615384615,[0 0 0 ... 0 0 0],0.7265833333333334,1
[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,444.5070000000002,3.7544000000000017,3.0,5.0,3.0,11.0,32.0,9.0,2.0,113.18,0.4782608695652174,[0 1 0 ... 0 0 0],0.7264285714285714,1
Fluprostenol,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,458.4730000000001,3.5604000000000027,4.0,5.0,2.0,11.0,32.0,9.0,1.0,107.22,0.5217391304347826,[0 1 0 ... 0 0 0],0.72625,1
Omiganan,[H]/N=C(\N)NCCC[C@H](NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN/C(N)=N/[H])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)[C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(N)=O,1779.1830000000004,1.0512099999999869,25.0,17.0,10.0,49.0,129.0,39.0,8.0,646.5099999999999,0.4777777777777778,[0 1 0 ... 0 0 0],0.7261538461538461,1
LFA703,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@@H](O)CC(=O)N3Cc3ccc4c(CO)c(OC)ccc4c3)[C@H]21,603.8000000000004,6.335200000000009,2.0,6.0,5.0,10.0,44.0,7.0,2.0,96.3,0.5675675675675675,[0 1 0 ... 0 0 0],0.726,1
"Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC.[Na+],744.9639999999993,6.262800000000007,2.0,10.0,0.0,38.0,50.0,12.0,0.0,151.65,0.9473684210526316,[0 1 0 ... 0 0 0],0.7258888888888889,1
Alsactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCCCCN)C(C)C,2119.5780000000022,-5.357629999999925,30.0,29.0,6.0,73.0,150.0,51.0,5.0,826.16,0.5757575757575758,[1 1 0 ... 0 0 0],0.72575,1
Modimelanotide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,2433.9639999999986,-6.854029999999871,35.0,34.0,6.0,86.0,172.0,59.0,5.0,973.7,0.6017699115044248,[1 1 0 ... 0 0 0],0.72575,1
PF-07038124,CCCOc1cc(-c2cncc([C@@H]3COB(O)C3)c2)ccc1OC,327.189,3.1403000000000016,1.0,5.0,3.0,6.0,24.0,6.0,2.0,60.81,0.3888888888888889,[0 0 0 ... 0 0 0],0.7254166666666666,1
Vutiglabridin,CCOc1ccc(C2COc3c(ccc4c3CCC(C)(C)O4)C2)c(O)c1,354.4460000000001,4.613200000000005,1.0,4.0,4.0,3.0,26.0,4.0,2.0,47.92,0.4545454545454545,[0 0 0 ... 1 0 0],0.7254166666666666,1
Gallium-68 PSMA,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,947.0050000000002,1.5545000000000095,12.0,13.0,2.0,35.0,67.0,23.0,2.0,370.0700000000001,0.5227272727272727,[0 1 0 ... 0 0 0],0.7253333333333333,1
Caprospinol,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]32)C1,512.7750000000004,7.84510000000001,0.0,4.0,6.0,5.0,37.0,4.0,0.0,44.760000000000005,0.9090909090909092,[0 0 0 ... 0 0 0],0.725327380952381,1
Ponatinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,532.5700000000002,4.456020000000003,1.0,6.0,5.0,4.0,39.0,10.0,4.0,65.77000000000001,0.2758620689655172,[0 0 0 ... 0 0 0],0.725,1
Zamicastat,Fc1cc(F)c2c(c1)C[C@@H](n1c(CCNCc3ccccc3)c[nH]c1=S)CO2,401.4820000000001,4.332390000000002,2.0,4.0,4.0,6.0,28.0,7.0,3.0,41.98,0.2857142857142857,[0 0 0 ... 1 0 0],0.724375,1
Imetelstat,CCCCCCCCCCCCCCCC(=O)NCC(O)COP(=O)(S)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1NP(=O)(S)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2ccc(N)nc2=O)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1N,4610.271999999987,8.620159999999972,45.0,101.0,35.0,95.0,295.0,147.0,22.0,1622.780000000001,0.581081081081081,[0 1 0 ... 0 0 0],0.7243214285714287,1
