Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3,MorganFingerprint,Predicted_Prob,Predicted_Activity
Ceralifimod,CCCc1ccc(COc2ccc3c(c2)CCC(CN2CC(C(=O)O)C2)=C3C)c(OC)c1,435.5640000000002,4.962800000000005,1.0,4.0,4.0,9.0,32.0,5.0,2.0,59.0,0.4444444444444444,[0 0 0 ... 1 0 0],1.0,1
Ponesimod,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,460.9830000000001,4.267320000000003,2.0,6.0,3.0,8.0,31.0,8.0,2.0,82.36,0.30434782608695654,[0 1 0 ... 0 0 0],1.0,1
Etrasimod,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,457.49200000000025,6.927800000000006,2.0,2.0,5.0,6.0,33.0,7.0,3.0,62.31999999999999,0.4230769230769231,[0 0 0 ... 0 0 0],1.0,1
Siponimod,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,516.6040000000002,6.7727000000000075,1.0,4.0,4.0,9.0,37.0,8.0,2.0,62.129999999999995,0.5172413793103449,[0 0 1 ... 1 0 0],1.0,1
Ozanimod,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,404.4700000000001,3.631680000000002,2.0,7.0,4.0,7.0,30.0,7.0,3.0,104.19999999999999,0.34782608695652173,[0 1 0 ... 0 0 0],1.0,1
Cenerimod,CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OC[C@@H](O)CO,453.53900000000027,4.067620000000004,2.0,8.0,4.0,9.0,33.0,8.0,3.0,110.73000000000002,0.48,[0 1 0 ... 0 0 0],0.995,1
ASP-4058,C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F,442.319,5.628300000000001,1.0,5.0,4.0,4.0,31.0,12.0,4.0,76.83,0.21052631578947367,[0 1 0 ... 0 0 0],0.985,1
Fingolimod,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,307.478,3.204300000000001,3.0,3.0,1.0,12.0,22.0,3.0,1.0,66.48,0.6842105263157895,[0 0 1 ... 0 0 0],0.97,1
GSK-2018682,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl,440.8870000000003,5.0587000000000035,1.0,7.0,4.0,8.0,31.0,9.0,4.0,103.27000000000001,0.2727272727272727,[0 1 0 ... 1 0 0],0.96,1
1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate,CCCCCC(=O)OC[C@H](O)COP(=O)(O)O,270.21799999999996,0.5800999999999996,3.0,5.0,0.0,9.0,17.0,8.0,0.0,113.29000000000002,0.8888888888888888,[0 1 0 ... 0 0 0],0.953138888888889,1
Udifitimod,COc1ccccc1CC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,379.54400000000015,4.390200000000003,2.0,3.0,4.0,6.0,28.0,3.0,2.0,55.480000000000004,0.52,[0 0 0 ... 0 0 0],0.945,1
"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] octanethioate",CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O,484.5520000000002,1.7256,5.0,7.0,0.0,17.0,31.0,12.0,0.0,162.26,0.8421052631578947,[0 1 0 ... 0 0 0],0.9254583333333334,1
Amiselimod,CCCCCCCOc1ccc(CCC(N)(CO)CO)cc1C(F)(F)F,377.447,3.6693000000000016,3.0,4.0,1.0,12.0,26.0,7.0,1.0,75.71000000000001,0.6842105263157895,[0 0 1 ... 0 0 0],0.9229999999999999,1
1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL,CCCCCCCCCCOC[C@@H](COCC(F)(F)F)O[P@@](=O)(O)OC,408.394,4.854600000000006,1.0,5.0,0.0,17.0,26.0,10.0,0.0,74.22000000000001,1.0,[0 1 0 ... 0 0 0],0.92125,1
"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate",CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O,456.49800000000016,0.9453999999999994,5.0,7.0,0.0,15.0,29.0,12.0,0.0,162.26,0.8235294117647058,[0 1 0 ... 0 0 0],0.9204583333333334,1
(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE,CCCCC(=O)OC[C@H](COP(=O)(O)O)OC=O,284.20099999999996,0.37069999999999986,2.0,6.0,0.0,10.0,18.0,9.0,0.0,119.36000000000001,0.7777777777777778,[0 1 0 ... 0 0 0],0.92,1
BMS-986104,CCCCCC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,329.5280000000001,4.719200000000003,2.0,2.0,3.0,7.0,24.0,2.0,1.0,46.25,0.7272727272727273,[0 0 0 ... 0 0 0],0.915,1
METHOXYUNDECYLPHOSPHINIC ACID,CCCCCCCCCCC[P@](=O)(O)OC,250.31899999999996,4.349000000000004,1.0,2.0,0.0,11.0,16.0,4.0,0.0,46.53,1.0,[0 0 0 ... 0 0 0],0.9125,1
"(2,2-DIPHOSPHONOETHYL)(DODECYL)DIMETHYLPHOSPHONIUM",CCCCCCCCCCCC[P+](C)(C)CC(P(=O)(O)O)P(=O)(O)O,419.39599999999996,4.866000000000009,4.0,2.0,0.0,15.0,25.0,9.0,0.0,115.06,1.0,[0 1 0 ... 0 0 0],0.9,1
Lysophosphotidylserine,CCCCCCCCCCCCCC[C@H](O)OC[C@@H](O)COP(=O)(O)OC[C@H](N)C(=O)O,485.5550000000002,3.319,5.0,8.0,0.0,23.0,32.0,11.0,0.0,168.77,0.9523809523809523,[0 1 0 ... 0 0 0],0.8912222222222224,1
"(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",CCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCC,396.41700000000026,3.491500000000003,2.0,6.0,0.0,16.0,26.0,9.0,0.0,119.36000000000001,0.8823529411764706,[0 1 0 ... 0 0 0],0.89,1
N-Hexylphosphonate Ethyl Ester,CCCCCC[P@](=O)(O)OCC,194.21099999999998,2.7886000000000015,1.0,2.0,0.0,7.0,12.0,4.0,0.0,46.53,1.0,[0 0 0 ... 0 0 0],0.885125,1
D-pantetheine 4'-phosphate,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,358.3530000000001,-0.9648999999999996,6.0,6.0,0.0,10.0,22.0,11.0,0.0,145.19,0.8181818181818182,[0 1 0 ... 0 0 0],0.8823333333333333,1
1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,CCCCCCCCOC[C@H](COP(=O)(O)OCCN)OP(=O)(O)CCCCCCC,489.52700000000044,4.996800000000004,3.0,7.0,0.0,23.0,31.0,11.0,0.0,137.54,1.0,[0 1 0 ... 0 0 0],0.8805555555555555,1
Phosphopantothenic acid,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)O,299.21600000000007,-0.9263000000000008,5.0,5.0,0.0,8.0,19.0,10.0,0.0,153.39,0.7777777777777778,[0 1 0 ... 0 0 0],0.879,1
Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)CCO,216.12599999999998,-1.8001000000000005,5.0,5.0,0.0,6.0,13.0,8.0,0.0,127.45000000000002,1.0,[0 1 0 ... 0 0 0],0.8766666666666666,1
2-Deoxy-2-Amino Glucitol-6-Phosphate,N[C@@H](CO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,261.167,-3.502,7.0,7.0,0.0,7.0,16.0,10.0,0.0,173.7,1.0,[0 1 0 ... 0 0 1],0.875,1
sn-glycerol 3-phosphate,O=P(O)(O)OC[C@H](O)CO,172.07299999999998,-1.5511000000000001,4.0,4.0,0.0,4.0,10.0,7.0,0.0,107.22000000000001,1.0,[0 1 0 ... 0 0 0],0.8748055555555555,1
Lpc-Ether,CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@](=O)(O)OCC[N+](C)(C)C,510.7170000000002,6.465200000000007,2.0,5.0,0.0,26.0,34.0,8.0,0.0,85.22,1.0,[0 1 0 ... 0 0 0],0.8725,1
Arabinose-5-phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)CO,232.125,-2.8293000000000004,6.0,6.0,0.0,6.0,14.0,9.0,0.0,147.68,1.0,[0 1 0 ... 0 0 0],0.8716666666666666,1
L-xylitol 5-phosphate,O=P(O)(O)OC[C@H](O)[C@@H](O)[C@H](O)CO,232.125,-2.8293000000000004,6.0,6.0,0.0,6.0,14.0,9.0,0.0,147.68,1.0,[0 1 0 ... 0 0 0],0.8716666666666666,1
2-Deoxy-Glucitol-6-Phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)CCO,246.152,-2.4392,6.0,6.0,0.0,7.0,15.0,9.0,0.0,147.68,1.0,[0 1 0 ... 0 0 0],0.8716666666666666,1
"L-Alfa-Lysophosphatidylcholine, Lauroyl",CCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C,440.5380000000002,3.651200000000002,2.0,6.0,0.0,19.0,29.0,9.0,0.0,102.29000000000002,0.95,[0 1 0 ... 0 0 0],0.8675,1
D-glucitol 6-phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,262.151,-3.4684000000000013,7.0,7.0,0.0,7.0,16.0,10.0,0.0,167.91,1.0,[0 1 0 ... 0 0 0],0.8666666666666666,1
Pegnivacogin,COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCOP(=O)(O)O,529.5240000000005,1.0564000000000013,5.0,9.0,0.0,21.0,35.0,15.0,0.0,190.97999999999996,0.85,[0 1 0 ... 0 0 0],0.8646666666666667,1
"1,​2-​Dioleoyl-​sn-​glycero-​3-​phospho-​L-​serine",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,788.0569999999992,11.061899999999993,3.0,9.0,0.0,40.0,54.0,12.0,0.0,171.67999999999998,0.8333333333333334,[0 1 0 ... 0 0 0],0.862,1
D-glyceraldehyde 3-phosphate,O=C[C@H](O)COP(=O)(O)O,170.05700000000002,-1.3445000000000003,3.0,4.0,0.0,4.0,10.0,7.0,0.0,104.06,0.6666666666666666,[0 1 0 ... 0 0 0],0.8616666666666666,1
1-Deoxy-D-xylulose 5-phosphate,CC(=O)[C@@H](O)[C@H](O)COP(=O)(O)O,214.10999999999999,-1.5935,4.0,5.0,0.0,5.0,13.0,8.0,0.0,124.29000000000002,0.8,[0 1 0 ... 0 0 0],0.8616666666666666,1
"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,276.162,0.9582999999999999,5.0,3.0,0.0,7.0,16.0,9.0,0.0,135.29000000000002,1.0,[0 0 0 ... 0 0 0],0.8595,1
"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",CCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,304.216,1.7385000000000006,5.0,3.0,0.0,9.0,18.0,9.0,0.0,135.29000000000002,1.0,[0 0 0 ... 0 0 0],0.8595,1
Lauryl alcohol diphosphonic acid,CCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,346.29699999999997,2.9088000000000034,5.0,3.0,0.0,12.0,21.0,9.0,0.0,135.29000000000002,1.0,[0 0 0 ... 0 0 0],0.8595,1
Pentyl Trihydrogen Diphosphate,CCCCCO[P@@](=O)(O)OP(=O)(O)O,248.108,1.4028999999999994,3.0,4.0,0.0,7.0,14.0,9.0,0.0,113.29000000000002,1.0,[0 0 0 ... 0 0 0],0.85875,1
Vitamin B6 Complexed with 2-Amino-Hexanoic Acid,CCCC[C@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,362.3190000000001,1.4379199999999996,5.0,6.0,1.0,10.0,24.0,10.0,1.0,149.21,0.5714285714285714,[0 1 0 ... 0 0 0],0.858125,1
D-erythrose 4-phosphate,O=C[C@H](O)[C@H](O)COP(=O)(O)O,200.083,-1.9836000000000003,4.0,5.0,0.0,5.0,12.0,8.0,0.0,124.29000000000002,0.75,[0 1 0 ... 0 0 0],0.8566666666666666,1
4-Hydroxy-L-Threonine-5-Monophosphate,N[C@H](C(=O)O)[C@H](O)COP(=O)(O)O,215.09799999999998,-2.1315,5.0,5.0,0.0,5.0,13.0,9.0,0.0,150.31,0.75,[0 1 0 ... 0 0 0],0.8566666666666666,1
Norleucine Phosphonate,CCCC[C@H](N)P(=O)(O)O,167.145,0.6390999999999998,3.0,2.0,0.0,4.0,10.0,5.0,0.0,83.55000000000001,1.0,[0 1 0 ... 0 0 0],0.8525,1
KIT-13,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,754.0870000000001,12.414299999999985,2.0,7.0,0.0,40.0,52.0,9.0,0.0,117.31,0.7906976744186046,[0 1 0 ... 0 0 0],0.8525,1
Butylphosphonate,CCCCP(=O)(O)O,138.10299999999998,0.9642,2.0,1.0,0.0,3.0,8.0,4.0,0.0,57.53,1.0,[0 0 0 ... 0 0 0],0.85,1
Phosphatidyl serine,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,792.088999999999,11.509899999999991,3.0,9.0,0.0,42.0,54.0,12.0,0.0,171.67999999999998,0.9285714285714286,[0 1 0 ... 0 0 0],0.8495,1
(1S)-menthyl hexyl phosphonate group,CCCCCC[P@](=O)(O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,304.411,5.229500000000005,1.0,2.0,1.0,8.0,20.0,4.0,0.0,46.53,1.0,[0 1 0 ... 0 0 0],0.8475714285714286,1
(1R)-menthyl hexyl phosphonate group,CCCCCC[P@](=O)(O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,304.411,5.229500000000005,1.0,2.0,1.0,8.0,20.0,4.0,0.0,46.53,1.0,[0 1 0 ... 0 0 0],0.8475714285714286,1
1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol,O=P(O)(O)CNC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,355.1730000000001,-3.7359,9.0,8.0,0.0,10.0,21.0,14.0,0.0,217.23999999999995,1.0,[0 1 0 ... 0 0 0],0.8471428571428571,1
L-histidinol phosphate,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1,221.15300000000002,-0.6112000000000004,4.0,4.0,1.0,5.0,14.0,8.0,1.0,121.46,0.5,[0 1 0 ... 0 0 0],0.8470833333333333,1
4-phospho-L-threonic acid,O=C(O)[C@H](O)[C@@H](O)COP(=O)(O)O,216.082,-2.0979,5.0,5.0,0.0,5.0,13.0,9.0,0.0,144.52,0.75,[0 1 0 ... 0 0 0],0.8466666666666666,1
5-phospho-D-arabinohydroxamic acid,O=C(NO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,261.12299999999993,-3.3162000000000003,7.0,7.0,0.0,6.0,16.0,11.0,0.0,176.78,0.8,[0 1 0 ... 0 0 0],0.8466666666666666,1
4-phospho-D-erythronic acid,O=C(O)[C@H](O)[C@H](O)COP(=O)(O)O,216.082,-2.0979,5.0,5.0,0.0,5.0,13.0,9.0,0.0,144.52,0.75,[0 1 0 ... 0 0 0],0.8466666666666666,1
4-Phospho-D-erythronohydroxamic acid,O=C(NO)[C@H](O)[C@H](O)COP(=O)(O)O,231.09699999999995,-2.6771000000000003,6.0,6.0,0.0,5.0,14.0,10.0,0.0,156.54999999999998,0.75,[0 1 0 ... 0 0 0],0.8466666666666666,1
3-phospho-D-glyceric acid,O=C(O)[C@H](O)COP(=O)(O)O,186.056,-1.4587999999999999,4.0,4.0,0.0,4.0,11.0,8.0,0.0,124.29000000000002,0.6666666666666666,[0 1 0 ... 0 0 0],0.8466666666666666,1
Dexfosfoserine,N[C@@H](COP(=O)(O)O)C(=O)O,185.072,-1.4924000000000002,4.0,4.0,0.0,4.0,11.0,8.0,0.0,130.07999999999998,0.6666666666666666,[0 1 0 ... 0 0 0],0.8466666666666666,1
Triclofos,O=P(O)(O)OCC(Cl)(Cl)Cl,229.38299999999998,1.4658999999999998,2.0,2.0,0.0,2.0,10.0,8.0,0.0,66.76,1.0,[0 0 0 ... 0 0 0],0.8454166666666666,1
Creatinolfosfate,CN(CCOP(=O)(O)O)C(=N)N,197.13100000000003,-1.0790300000000002,4.0,3.0,0.0,4.0,12.0,8.0,0.0,119.86999999999999,0.75,[0 0 0 ... 0 0 0],0.8430555555555554,1
"{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid",O=P(O)(O)CN(CC(O)O)C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,415.22500000000014,-4.712799999999994,10.0,10.0,0.0,12.0,25.0,16.0,0.0,248.90999999999994,1.0,[0 1 0 ... 0 0 0],0.8416666666666666,1
"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)(O)O)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,733.1529999999996,13.428099999999974,2.0,4.0,0.0,36.0,50.0,7.0,0.0,85.22000000000001,1.0,[0 1 0 ... 0 0 0],0.8416666666666666,1
L-Threonohydroxamate 4-Phosphate,O=P(O)(O)OC[C@H](O)[C@@H](O)[C@H](O)NO,233.11300000000003,-2.8853000000000004,7.0,7.0,0.0,6.0,14.0,10.0,0.0,159.71,1.0,[0 1 0 ... 0 0 0],0.8416666666666666,1
Aficamten,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,337.38300000000004,2.4498000000000006,1.0,6.0,4.0,4.0,25.0,7.0,3.0,85.84,0.3333333333333333,[0 0 0 ... 0 1 0],0.84,1
Enobosarm,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,389.3330000000001,3.2172600000000013,2.0,5.0,2.0,5.0,28.0,9.0,2.0,106.13999999999999,0.21052631578947367,[0 0 0 ... 0 0 0],0.84,1
"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC,691.9719999999995,10.496299999999996,2.0,8.0,0.0,37.0,47.0,10.0,0.0,134.38,0.9459459459459459,[0 1 0 ... 0 0 0],0.84,1
Ethyl dihydrogen phosphate,CCOP(=O)(O)O,126.04799999999997,0.11560000000000004,2.0,2.0,0.0,2.0,7.0,5.0,0.0,66.76,1.0,[0 0 0 ... 0 0 0],0.84,1
Di-Stearoyl-3-Sn-Phosphatidylethanolamine,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@@](=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,748.0799999999991,12.056699999999987,2.0,8.0,0.0,41.0,51.0,10.0,0.0,134.38,0.9512195121951219,[0 1 0 ... 0 0 0],0.84,1
Ribose-5-phosphate,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,230.10899999999995,-2.6227,5.0,6.0,0.0,6.0,14.0,9.0,0.0,144.52,0.8,[0 1 0 ... 0 0 0],0.8391666666666666,1
Tetrastearoyl cardiolipin,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1466.0859999999998,24.570500000000028,3.0,15.0,0.0,82.0,100.0,19.0,0.0,236.94999999999993,0.9506172839506173,[0 1 0 ... 0 0 0],0.8367222222222221,1
"1,6-DI-O-PHOSPHONO-D-MANNITOL",O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,342.13000000000005,-3.351400000000001,8.0,8.0,0.0,9.0,20.0,14.0,0.0,214.43999999999997,1.0,[0 1 0 ... 0 0 0],0.8366666666666666,1
(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,CCCC[C@H](OP(=O)(O)O)C(=O)N[C@@H](CC(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1,445.4090000000002,2.7323000000000004,4.0,6.0,1.0,12.0,30.0,12.0,1.0,168.10000000000002,0.5555555555555556,[0 1 0 ... 0 0 0],0.8366666666666666,1
"1,6-Di-O-Phosphono-D-Allitol",O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)(O)O,342.13000000000005,-3.351400000000001,8.0,8.0,0.0,9.0,20.0,14.0,0.0,214.43999999999997,1.0,[0 1 0 ... 0 0 0],0.8366666666666666,1
"1,2-icosapentoyl-sn-glycero-3-phosphoserine",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](N)C(=O)O,842.0640000000003,11.220399999999994,3.0,9.0,0.0,37.0,59.0,12.0,0.0,171.68,0.5106382978723404,[0 1 0 ... 0 0 0],0.8364285714285714,1
L-Xylulose 5-Phosphate,O=C(CO)[C@H](O)[C@@H](O)COP(=O)(O)O,230.10899999999995,-2.6211,5.0,6.0,0.0,6.0,14.0,9.0,0.0,144.52,0.8,[0 1 0 ... 0 0 0],0.835,1
Fructose-6-phosphate,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,260.13499999999993,-3.2602,6.0,7.0,0.0,7.0,16.0,10.0,0.0,164.75,0.8333333333333334,[0 1 0 ... 0 0 0],0.835,1
Ribulose-5-Phosphate,O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O,230.10899999999995,-2.6211,5.0,6.0,0.0,6.0,14.0,9.0,0.0,144.52,0.8,[0 1 0 ... 0 0 0],0.835,1
Fructose -6-Phosphate,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,260.13499999999993,-3.2602,6.0,7.0,0.0,7.0,16.0,10.0,0.0,164.75,0.8333333333333334,[0 1 0 ... 0 0 0],0.835,1
Phosphatidyl ethanol,CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCO,716.9780000000003,10.862099999999991,2.0,8.0,0.0,37.0,49.0,10.0,0.0,128.59,0.8461538461538461,[0 1 0 ... 0 0 0],0.8347222222222223,1
5-Phosphoarabinonic Acid,O=C(O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,246.10799999999998,-2.737,6.0,6.0,0.0,6.0,15.0,10.0,0.0,164.75,0.8,[0 1 0 ... 0 0 0],0.8316666666666666,1
"Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid",C[C@H](N)[C@@H](CCCCCC(=O)O)NC(=O)OP(=O)(O)O,312.25900000000007,0.5561999999999994,5.0,5.0,0.0,9.0,20.0,10.0,0.0,159.18,0.8,[0 1 0 ... 0 0 0],0.83,1
"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)CO[P@@](=O)(O)OC[C@H](O)CO,747.0040000000004,10.222999999999994,3.0,9.0,0.0,38.0,51.0,11.0,0.0,148.82,0.85,[0 1 0 ... 0 0 0],0.8292222222222222,1
1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,749.0200000000004,10.446999999999992,3.0,9.0,0.0,39.0,51.0,11.0,0.0,148.82,0.9,[0 1 0 ... 0 0 0],0.8292222222222222,1
L-gulonic acid 6-phosphate,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O,276.13399999999996,-3.376100000000001,7.0,7.0,0.0,7.0,17.0,11.0,0.0,184.98,0.8333333333333334,[0 1 0 ... 0 0 0],0.8266666666666667,1
6-phospho-D-gluconic acid,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,276.13399999999996,-3.376100000000001,7.0,7.0,0.0,7.0,17.0,11.0,0.0,184.98,0.8333333333333334,[0 1 0 ... 0 0 0],0.8266666666666667,1
Fosfructose,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,340.11400000000003,-3.1432,7.0,8.0,0.0,9.0,20.0,14.0,0.0,211.27999999999997,0.8333333333333334,[0 1 0 ... 0 0 0],0.8266666666666665,1
"1,6-Fructose Diphosphate (Linear Form)",O=C(COP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,340.11400000000003,-3.1432,7.0,8.0,0.0,9.0,20.0,14.0,0.0,211.27999999999997,0.8333333333333334,[0 1 0 ... 0 0 0],0.8266666666666665,1
Ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,319.23100000000005,0.4999999999999996,5.0,4.0,0.0,9.0,19.0,10.0,0.0,138.53,1.0,[0 0 0 ... 0 0 0],0.8258333333333334,1
"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F,360.3660000000001,3.905300000000002,0.0,7.0,4.0,5.0,25.0,8.0,3.0,66.61000000000001,0.17647058823529413,[0 0 0 ... 0 0 0],0.825,1
(2R)-2-Acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCCSC)NC(C)=O,539.7600000000002,7.265800000000009,2.0,6.0,0.0,27.0,35.0,9.0,0.0,94.09,0.9615384615384616,[0 1 0 ... 0 0 0],0.8239583333333335,1
Ronacaleret,CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(CCC(=O)O)cc(F)c1F,447.5220000000002,3.8950000000000022,3.0,4.0,3.0,11.0,32.0,7.0,2.0,78.78999999999999,0.48,[0 1 0 ... 0 0 0],0.8228333333333333,1
